id:ID,label,name,source_file,row_no,core_technology,technology_maturity,possible_scenarios,business_model,delivery_capability,certification_ip,founder_team_and_gap,recent_revenue_profit,competition_and_diff,match_level,:LABEL
ENT_F7E04BABECE0,Enterprise,北京超维景生物科技有限公司,企业信息暂存.xlsx,62,应用自主研制的920nm特种超快光纤激光器作为光源，并利用可调制梯度（TAG）透镜、自主研制的高数值孔径水镜、三维精确高速控制平移台，开发高速、高分辨率、大视场的多色双光子三轴数字扫描光片显微镜,产品已开发完成并应用，公司处于B轮融资阶段，技术已进入产业化应用。,,技术开发、技术推广、技术转让、技术咨询、技术服务；销售自行开发后的产品。,,高新技术企业(2022)、科技型中小企业(2023)、专精特新中小企业。,法定代表人/法人代表为董承慧。具体团队构成及短板暂无详细信息。,,,精确匹配,Enterprise
ENT_2F4A76AC7FBD,Enterprise,奇异摩尔（衢州）集成电路设计有限公司,企业信息暂存.xlsx,63,2）高速连接芯粒及IP（实现超高速多维互联）；3）专用设计工具（助力Chiplet系统设计）；4）一站式服务（Chiplet设计、量产封测）,技术已进入商业化阶段，拥有超过10名成员具备高性能Chiplet项目量产经验。2023年订单1亿元，收入超6000万元；2024年订单超4亿元，收入约1.5亿元。,后摩尔时代各类需要高性能、高集成度、异构计算的芯片领域，如AI加速芯片、数据中心芯片、高端通信芯片等。,作为Chiplet产品及服务提供商，通过销售Chiplet通用底座、连接芯粒/IP、设计工具以及提供一站式设计封测服务获得收入。,具备从Chiplet设计到量产封测的一站式服务能力，可助力客户迅速量产高性能芯片。,国家高新技术企业、国家专精特新企业、上海科技型中小企业、UCIe Contributing Member、全国颠覆性技术创新大赛总决赛优胜奖。,CEO田陌晨拥有超过20年半导体市场营销及管理经验，曾任恩智浦半导体全球营销副总裁。核心团队过半拥有18年以上行业经验，超过20%博士学历。短板信息暂无。,2023年收入超6000万元；2024年收入约1.5亿元。2021-2022年及利润数据暂无。,自称是全球领先的Chiplet产品及服务公司，掌握超级异构架构核心技术。具体竞争对手名称及技术差异暂无。,模糊匹配,Enterprise
ENT_B07AA9220E43,Enterprise,深圳市中科微光医疗器械技术有限公司,企业信息暂存.xlsx,64,以扫频激光OCT（光学相干断层扫描）为基础的手术导航技术和以超快激光消融为基础的治疗技术。拥有行业内最全的冠脉OCT上市产品管线，多模态技术全球领先,成熟。产品已上市，进入上百家三甲医院，在冠脉OCT市场占有率国内第一。多模态技术被评为2022年度中国光学产业十大产业技术。,更多血管介入手术的精准导航与治疗；激光医疗技术在其他外科领域的拓展应用。,研发、生产并销售高端激光医疗设备及解决方案。,产品已实现商业化销售，2023年营业收入约7000万元。,中国心血管OCT行业标准起草单位；2014年通过国家高新技术企业认证并连续通过；2018年通过英国BSI ISO13485质量体系认证；2020年通过英国BSI CE认证；2022年获深圳市“专精特新”中小企业；团队拥有50+发明专利。,创始人/CEO朱锐博士：香港大学电子工程博士，清华物理本硕，中科院西安光机所副研究员，专注OCT技术研究15年。研发总监曹一挥博士：中科院博士，医学影像及激光系统设计超十年经验。短板：网络信息显示公司规模存在不同说法（有称20人左右，有称59人或150-500人），管理及制度规范性有待加强（参考网络点评）。,2023年营业收入约7000万元，预计2024年将达到1.2亿元。利润情况暂无信息。,主要竞争对手：海外巨头雅培（Abbott）。技术差异：公司相关产品在性能和功能上已超过雅培，多模态技术全球领先。,精确匹配,Enterprise
ENT_958BFDD4AC15,Enterprise,深圳锐视智芯科技有限公司,企业信息暂存.xlsx,65,Hybrid Vision融合视觉传感技术、ALPIX融合视觉芯片技术,,,,,,,,,未匹配,Enterprise
ENT_91EBF2E6F538,Enterprise,北京大禹智芯科技有限公司,企业信息暂存.xlsx,66,Hybrid Vision融合视觉技术（与65同技术平台）,,,,,,,,,未匹配,Enterprise
ENT_0C41AD10C6A8,Enterprise,成川科技（苏州）有限公司,企业信息暂存.xlsx,67,半导体AMHS智能物料调度系统、智能物料控制系统(MCS),技术成熟，已实现技术突破。第四代天车性能达国际先进水平，覆盖晶圆制造到封测全场景。已成功交付多个整线项目并获得客户最终验收，是国内唯一一家经头部客户整线复用的AMHS方案厂商，打破了该领域日本公司的垄断。,先进封装、硅基微显、三代半导体（如碳化硅）等新兴领域的物料搬运自动化需求；其他高端制造业的智能化生产线物流优化。,提供定制化的AMHS整体解决方案，业务涵盖规划设计、设备制造、安装调试、软件开发的全流程服务。,具备大规模落地能力。已交付轨道长度5000米，交付天车数量超过80台。单个项目天车数量可达54台，轨道近3000米。整体订单规模轨道25000米，天车450台+，是目前国内订单和出货规模最大的国产天车厂商。,高新技术企业、江苏省民营科技企业、科技型中小企业、专精特新中小企业、企业技术中心、潜在独角兽企业。ISO9001:2015质量体系、SEMI S2安全体系。苏州工业园区科技领军人才、苏州工业园区上市苗圃企业、金鸡湖合伙人计划、苏州工业园区数字经济协会理事单位。,核心团队：顾晓勇（法定代表人/董事长，20+年半导体公司工作经验，项目管理及运营）；朱成昊（韩籍，20+年半导体设备及AMHS开发经验，软件/机构/电控综合技术专家）；肖永刚（十余年半导体AMHS构筑经验，深耕客户场景应用）。短板：信息未明确提及，但作为国内新兴厂商，可能在品牌影响力、国际市场经验、与更广泛国际顶尖客户的合作深度方面存在挑战。,暂无具体数据。网络信息显示其为“小微企业”，但已获得数千万元A轮融资，并交付大规模订单。,主要竞争对手：日本大福（Daifuku）、韩国Avaco，长期垄断AMHS系统。技术差异：成川科技已实现技术突破，其第四代天车性能达国际先进水平，并实现了国产替代。是国内唯一经头部客户整线复用的AMHS方案厂商，打破了日韩垄断。,精确匹配,Enterprise
ENT_74275CD0BE68,Enterprise,雨树光科（深圳）有限公司,企业信息暂存.xlsx,68,硅光晶圆测试技术与设备,,,,,,,,,未匹配,Enterprise
ENT_272D45CE0722,Enterprise,苏州博格科技有限公司,企业信息暂存.xlsx,69,以及运动控制平台、隔振平台、高低温平台、特种光源、电输运模块等核心模组,产品已在科研领域站稳脚跟，工业领域订单将迎来快速增长。2D/2.5D无掩膜版光刻设备及3D打印设备的核心技术指标与国际同行500万及以下设备达到同一水平；3D形貌检测显微镜核心指标与Keyence VK-X3000接近；功能性检测已达到世界领先水平。基于第四代技术平台，产品将可对标国际竞品（Mycronic和Heidelberg Instruments）2000万及以下价格的产品指标。,未来将主要面向三大领域客户：科研客户（高校&科研院所）、医疗客户、半导体客户。,自主研发、生产、测试、销售。核心模组可单独销售，作为工业市场切入点，并为工业级整机产品推出打好基础。,具备自主研发、生产、测试、销售的全链条能力。已交付的光刻设备为客户实现年产值超5亿元（由首席科学家胡进过往经历提及）。,高新技术企业证书；2024年环境管理体系认证证书；2024年质量管理体系认证证书；2021年第四届光电材料赞助单位。,创始人/董事长吴阳：87年出生，苏州市姑苏领军人才，金鸡湖科技领军人才。电子科技大学固体电子工程学士、伦敦大学学院电子工程硕士、新加坡国立大学电子工程博士。发表国际论文25+，影响因子累加>300。首席科学家胡进：15年无掩模板光刻设备开发经验，核心研究成果推动相关企业创业板上市。获华中科技大学机电工程学士和激光研究院硕士、苏州大学信息光学博士。团队短板：信息未明确提及。,,"国际竞品：Mycronic, Heidelberg Instruments（在光刻设备领域）。国内/行业竞品：摩方精密（在3D打印设备精度上已超越）。Keyence（在3D形貌检测显微镜领域，VK-X3000为对标产品）。技术差异：公司是国内唯一、全球领先的将显微光学加工与显微光学检测构成技术闭环的企业；2D/2.5D设备在同等价位下性能对标国际；3D打印设备精度超过摩方精密；检测设备在设定为Keyence产品价格50%-70%时具有明显性价比优势；功能性检测已超越海外品牌。",精确匹配,Enterprise
ENT_B795FB13BD49,Enterprise,苏州亿铸智能科技有限公司,企业信息暂存.xlsx,70,存算一体AI推理芯片技术、超异构架构设计,已完成首颗POC芯片回片点亮，能效比表现超出传统架构AI芯片平均性能10倍以上。技术处于从研发验证向产品化推进阶段。,AI推理服务器、数据中心、边缘计算、自动驾驶域控制器等需要高能效AI算力的场景。,芯片设计公司，通过研发和销售AI算力芯片及解决方案盈利。,芯片设计完成并点亮，具体产品量产和交付时间暂无公开信息。,2023硬科技新锐之星TOP20；第四届毕马威中国‘芯科技’新锐企业50强榜单；2023年度最具潜力人工智能技术企业奖；2023中国AI算力领域最具商业潜力榜。,CEO熊大鹏博士：半导体行业30余年经验，曾任职Wave Computing中国区总经理，兼具技术、投资和产业背景。SOC研发VP伍骏：20余年半导体经验，曾任SiFive高级技术总监，在CPU、SOC、AI芯片等领域有研发管理经验。短板：公司成立于2020年，相对年轻，产品尚未大规模商业化落地；面临与传统GPU厂商及新兴AI芯片公司的竞争。,暂无公开信息。,竞对：英伟达（GPU）、寒武纪、地平线等AI芯片公司。技术差异：采用存算一体架构（尤其是结合ReRAM），主打超高能效比（宣称超传统架构10倍以上），通过全数字化设计和Chiplet架构追求更大算力发展空间和性价比。,未匹配,Enterprise
ENT_BF1A42D000A1,Enterprise,北京序轮科技有限公司,企业信息暂存.xlsx,71,半导体制程特种高分子材料配方与工艺,产品已成功进入市场，获得头部客户批量导入；拥有自主研发体系，依托北京化工大学国家重点实验室平台，部分产品已实现国产化替代。,新能源行业（根据网络信息提及）、果蔬物理保鲜（根据官网产品列表）。,研发、生产并销售半导体用特种高分子材料，为半导体行业提供新材料解决方案。,拥有中试平台和涂布工厂，具备产品研发和生产能力；产品已进入市场并交付。,认证：国军标认证、ISO9000质量体系认证、ISO14001环保认证。知识产权：已申请发明专利11项（授权8项），实用新型专利授权1项；未来三年预计申请发明专利30-50项。,创始团队：CEO朱翰涛（14年市场、销售、研发管理经验）、CTO李效玉（北京化工大学教授、博导，国家重点实验室主任，高分子材料专家）、材料技术专家郭隆海（北京化工大学教授）、副总林海智（投融资及商务拓展，前瑞信投行部）。短板：未明确提及。,,竞对：高分子真空膜盒-美国Gel-Pak；高端UV减薄/切割膜-日本琳得科、日东、狮立昂等；DAF膜-日本日东、昭和，德国汉高；ABF堆积膜-日本味之素。技术差异：公司依托超支化树脂等独创配方，致力于实现相关材料的国产化突破，打破国外厂商垄断。,精确匹配,Enterprise
ENT_BCAAE902A82C,Enterprise,北京铭芯启睿科技有限公司,企业信息暂存.xlsx,72,RRAM阻变存储器设计、存算一体混合异构系统,技术来源于中国科学院刘明团队，已转化200+发明专利及芯片设计IP。创始团队曾创下全球第一颗14nm RRAM芯片、全球28nm单芯片最大容量128Mb RRAM、全球最高密度3D VRRAM等业界记录。处于研发及产品化阶段，已完成天使轮及Pre-A轮融资。,数据中心、边缘计算、工业控制、消费电子等领域对高性能、低功耗存储计算有需求的场景。,技术研发与产品公司，通过销售芯片产品、IP授权等方式实现商业化。,创始团队具备芯片研发和产品全流程交付实力，具体量产交付能力暂无公开信息。,拥有来源于中科院刘明团队的200+项RRAM相关发明专利及芯片设计IP。公司成立于2024年5月，注册资本500万人民币。,核心团队来源于中国科学院集成电路相关核心研究所和业界资深半导体专家，刘明院士是国内RRAM领域领军人物。团队技术研发实力强，但公司成立时间短（2024年5月），商业化经验、市场渠道和量产能力有待验证。,公司成立于2024年，暂无近三年营收及利润数据。,竞对包括致真存储（北京）科技有限公司（专注于MRAM，特别是SOT-MRAM）。技术差异：铭芯启睿主攻RRAM（阻变存储器），致真存储主攻MRAM（磁性随机存储器）。两者均为新兴存储器技术，RRAM强调高速、高密度、存算一体，MRAM强调高速读写、高可靠性、宽温区工作。在AI存算一体芯片市场存在竞争。,精确匹配,Enterprise
ENT_92A27D17DEBD,Enterprise,致真存储（北京）科技有限公司,企业信息暂存.xlsx,73,专注于磁性随机存储器（MRAM），特别是第三代自旋轨道矩磁存储（SOT-MRAM）芯片的研发、制造与产业化。已成功研发国内首个80nm以下MRAM核心器件,研发阶段，已成功研发核心器件并建设量产线。公司在青岛西海岸新区投资建设8英寸和12英寸新一代存储芯片量产线，2025年1月MRAM芯片工厂封顶，计划2026年正式实现通线量产。,需要高速读写、低功耗、高可靠性、高耐用性、宽温区工作的各类电子设备，如工业控制、汽车电子、数据中心、消费电子及AI计算等场景。,技术开发、技术咨询、技术转让、技术服务；销售自行开发后的产品。,计划于2026年实现芯片通线量产，具备晶圆级微纳加工、器件级微纳加工、磁场电学测试、芯片产品等能力。,,核心优势：创始人赵巍胜为国际自旋电子领域顶尖科学家，IEEE fellow，北航微电子院长，国内MRAM领域权威专家。核心团队来自北航自旋电子中心和北航歌尔青岛微电子研究院，具备国际顶尖的MRAM科研能力和试验平台。短板：信息中未明确提及。,,竞争对手：国际大厂如三星、镁光、海力士、东芝等在传统NAND、DRAM领域形成垄断。技术差异：致真存储专注于新兴的SOT-MRAM技术路线，该技术理论上具备高速读写、低功耗、高可靠性、高耐用性、宽温区工作等优势，集成了SRAM的速度、DRAM的集成度以及Flash的非易失性，且行业尚未大规模商用，技术上仍在优化探索中。公司研发的80nm以下MRAM核心器件关键指标据称优于IBM、IMEC等国际机构。,精确匹配,Enterprise
ENT_E1D3FB10F935,Enterprise,苏州山河光电科技有限公司,企业信息暂存.xlsx,74,新型超表面多维传感技术、超表面光AI计算技术,Pre-A轮/A轮融资阶段，已获“潜在独角兽企业”、“高新技术企业”、“专精特新中小企业”等认定，表明技术已通过初步验证并进入产业化发展阶段。,基于其技术方向，可能应用于需要微型化、多功能光学传感和AI计算的领域，如消费电子（手机、AR/VR）、自动驾驶、机器视觉、工业检测、生物医疗成像等。,技术研发、技术服务、技术转让；产品销售（光电子器件、人工智能硬件、光学仪器等）；货物及技术进出口。,具备超表面设计、AI计算、量产及市场经验，团队拥有半导体工艺背景，致力于实现晶圆级制造和封装，表明其具备从设计到规模化生产的潜力。具体交付周期和产能信息暂无。,高新技术企业（GR202532015754）、省级专精特新中小企业、科技型中小企业（2025320506A0022046）、潜在独角兽企业。具体专利数量及详情暂无。,核心团队由海内外知名科研院所的博士及产业界专家构成，兼具海外+国内、学术+产业、AI算法+超表面光学+半导体工艺背景。短板：网络公开信息未明确披露公司运营或技术方面的具体短板。,暂无（网络公开信息未披露具体财务数据）。,暂无（网络公开信息未披露具体竞争对手名称及其技术差异分析）。,精确匹配,Enterprise
ENT_DD0174C8F3AB,Enterprise,北京昂飞科技有限公司,企业信息暂存.xlsx,75,轻型无人飞行器系统及智能飞航装备的设计研发，行业级无人机及业务系统研发,已获天使轮融资，产品处于研发及商业化初期,,研发、销售行业级无人机及配套业务系统解决方案,,高新技术企业，国家级科技型中小企业,创始人袁永刚，核心团队成员包括刘世勇、马毅、王勇。短板：暂无公开信息,,,精确匹配,Enterprise
ENT_0FD3AAB38077,Enterprise,北京智晶时代科技有限公司,企业信息暂存.xlsx,76,高端智能调光薄膜，基于独创的PD&SLC材料体系，可实现透明态和光散射状态之间的快速可逆切换,技术已实现产业化应用，产品参数大幅领先于同类产品，并已开发生产系列全球独有及技术领先的智能调光膜产品。,暂无（基于现有应用领域，可推断更多细分高端场景，但原文未明确列举新场景）。,研发、制造、销售智能调光膜产品，通过自主研发和高校科技成果转化，与全球合作伙伴共同开拓市场。,具备产品研发和制造能力，正在进行量产投入（A轮融资资金用途之一），具体产能和交付规模暂无。,拥有多项国内外领先技术，底层原创技术曾两度荣获国家技术发明二等奖。具体专利数量、认证等详情暂无。,技术创始人杨槐（北京大学终身教授、长江学者、国家杰出青年基金获得者、英国皇家化学会会士）；总经理宋平（博士，在液晶功能薄膜领域有系统研究）。短板：公司成立于2021年，相对年轻，市场拓展和规模化量产能力有待进一步验证。,暂无（公司成立于2021年12月，未提供财务数据）。,竞对为国内外其他智能调光膜（如PDLC、PSLC）厂商。技术差异：公司独创的PD&SLC材料体系集成了PDLC和PSLC的优点，克服了各自缺点，产品参数大幅领先于同类产品，解决了行业现有技术痛点。,精确匹配,Enterprise
ENT_0AE583DBBD84,Enterprise,湖南二零八先进科技有限公司,企业信息暂存.xlsx,77,电子技术、电源设备研发；电子产品及配件研究；集成电路设计、测试；电子仪器、电子元件、集成电路装备、光学仪器、专用仪器仪表制造,,通用惯性器件技术平台、高新技术企业服务、新材料技术开发与应用,技术研发、转让、服务；产品制造与销售；进出口贸易,,国家级科技型中小企业、省级专精特新企业、高新企业,法定代表人卢广锋；短板暂无,,,未匹配,Enterprise
ENT_1241E4568975,Enterprise,杭州中科极光科技有限公司,企业信息暂存.xlsx,78,RGB三色纯激光显示技术、TLMS激光技术,技术成熟，已实现产业化。公司拥有年产3万台激光电视的现代化柔性产线，产品已获得客户认可并实现销售。,暂无（基于现有信息，应用场景已较明确，未提及其他潜在场景）。,研发、生产、销售激光显示产品及提供全套解决方案。,拥有5500余平米的研发生产基地，其中研发实验室、集成大厅等面积2000余平米，拥有年产3万台激光电视的现代化柔性产线。,国家级高新技术企业；科技部科技成果转移转化二等奖；技术市场金桥奖二等奖；杭州市高新技术企业；杭州市“准独角兽企业”。围绕自主开发的关键技术申请专利36项，已授权专利24项（PDF原文数据）。,创始团队以中科院理化所应用激光中心团队为基础，以中国工程院院士许祖彦为首席科学家，以国家重点研发计划专家组专家、国家万人计划入选者以及中科院资深专家为带头人，研发队伍占比30%以上。短板信息暂无。,PDF原文提及2017年销售收入约2187万元，2018年约1.03亿元，2019年超过1.3亿元。近三年（2021-2023）数据暂无。,暂无（原文及网络信息未明确提及竞争对手及具体技术差异）。,精确匹配,Enterprise
ENT_8C1138C702B5,Enterprise,上海翌曦科技发展有限公司,企业信息暂存.xlsx,79,面向可控核聚变的高温超导强场磁体；超导探矿、磁悬浮等领域产品,核心技术来自上海交通大学科技成果转化，已完成高温超导电阻型限流器挂网测试和直流限流器现场试验，部分产品处于商业化阶段。,医疗、节能等其他超导技术应用领域。,技术研发、设备销售与解决方案提供。以聚变强场磁体为长期目标，以高温超导带材生产设备等作为中短期稳定利润来源。,,高新技术企业(2023)；科技型中小企业(2024)；省级专精特新企业；省级创新型企业；入围上海市科委2023年度“科技创新行动计划”超导专项；入围上海高温超导关键技术攻关专项行动（聚变强场磁体方向牵头单位之一）。,核心团队来自上海交通大学，技术背景深厚。创始人/董事长兼CEO金之俭为上海交大教授、上海市高温超导材料与应用研发中心主任；总裁盛杰、副总裁王亚伟均为上海交大副教授、博导，在电力应用、强场磁体等领域有深厚积累。短板：公司成立于2022年，相对年轻，商业化规模和市场验证可能尚在早期。,,,精确匹配,Enterprise
ENT_FE125B463778,Enterprise,倍飞智航（浙江）科技有限公司,企业信息暂存.xlsx,80,电动垂直起降载人飞行器（eVTOL）的研发,天使轮融资阶段，处于研发早期,城市空中交通（UAM）、载人飞行,,,,法定代表人张曙光；项目团队依托“产、学、研、用”前沿；公司规模1-49人，为小微企业。短板：成立时间短（2022年），处于早期研发阶段，规模小，公开信息有限。,,,精确匹配,Enterprise
ENT_5D121FA37CE2,Enterprise,深圳纳诺特科技有限公司,企业信息暂存.xlsx,81,卷绕式磁控溅射制备柔性纳米功能薄膜技术；纳米复合柔性透明导电膜（包括光学调控层、导电主体层及表面功能层的多层复合结构）；磁控溅射靶材技术；卷绕式磁控溅射量产线设计；柔性纳米功能器件技术,已实现量产，拥有系统的专业积累和量产线设计能力，产品已进入应用阶段。,军用领域的可见光透明相关应用（具体场景未详细说明）。,研发、生产、销售一体化。,拥有卷绕式磁控溅射量产线设计及生产能力，具备产品交付基础。,科技型中小企业；第十届中国创新创业大赛优秀企业（初创组）；核心团队拥有光电材料授权发明专利百余项，公司拥有专利26项；进出口资质1项；行政许可12项,**创始团队**：创始人宋伟杰博士（法定代表人/负责人，中科院宁波材料所研究员，博士生导师，拥有丰富技术研发和产业化经验，曾任上市公司董事）；联合创始人李洪轲（熟悉资本运作、财务、市场营销，有海外上市经验）。 **短板**：公司规模信息存在不一致（有5人、50-99人、社保人数21人等不同说法），作为初创公司，其市场开拓能力和规模化生产交付能力有待进一步验证。,,竞对信息：暂无具体竞对名称。技术差异：公司专注于基于卷绕式磁控溅射技术的柔性纳米功能薄膜平台型技术，材料选择灵活，利于与下游不同应用产品兼容，在柔性透明导电膜等细分领域具备技术积累。,未匹配,Enterprise
ENT_934FA6BD4E9B,Enterprise,甚磁科技（上海）有限公司,企业信息暂存.xlsx,82,核心技术/产品包括高温超导带材、高温超导材料、磁性材料、超导电力装备及超导磁悬浮相关技术。在高温超导带材领域，公司掌握国际先进的柔性金属合金基带技术和超导层高效制备及后处理技术。依托核心原材料国产化、装备智能化和先进工艺，带材可以实现成本下降30%，性能提升30%，良率提升20%,A+轮融资阶段，已完成近亿元融资用于产线建设和技术研发，并完成了核心技术研发和专利布局。公司拥有全球领先的研发团队、生产装备和制备技术，产品综合性价达到国际领先水平，目前处于产业化推进阶段。,新一代电力传输、磁悬浮列车、科研及医疗设备（如MRI），并在更广泛的超导电力、能源、交通和科研领域具有应用潜力。,甚磁科技(上海)有限公司是一家关键基础原材料供应商，其商务模式涵盖技术研发、材料销售及解决方案提供，主要向超导电力装备、可控核聚变、磁悬浮列车等下游设备制造商提供高温超导带材产品。,根据公开信息，公司处于产品产线建设阶段，尚未披露具体的产能和交付数据，相关信息需要额外补齐。,公司为上海交通大学科技成果转化衍生企业，已申请中国发明专利20余项（其中已获授权10余项），核心专利计划注入目标公司。其他相关资质信息需额外补齐。,**创始团队**：创始团队产业化工程经验丰富，背靠上海交通大学。创始人赵跃拥有近20年高温超导材料研究经验及大量核心工程产业化经验，为中组部万人计划“青年拔尖”人才、上海市高温超导材料与应用技术重点实验室主任，曾担任上海超导科技股份有限公司副总裁、首席科学家。核心团队其他成员信息未明确披露。 **短板**：公司成立于2022年底，成立时间较短，处于早期发展阶段；人员规模相对较小；商业化规模、市场验证及商业化经验有待进一步推进和验证。,公司成立于2022年12月，未满三年，且未披露相关财务数据。,竞对信息：根据公开信息，未明确提及直接竞争对手，但高温超导带材领域存在国际和国内其他厂商。 技术差异：公司专注于高温超导材料在电力与磁悬浮领域的应用。其技术差异在于依托核心原材料国产化、装备智能化和先进工艺，实现了成本、性能、良率的综合提升，宣称其产品性价比达到国际领先水平。,模糊匹配,Enterprise
ENT_F7E200CB6293,Enterprise,北京拓领博泰生物科技有限公司,企业信息暂存.xlsx,83,基于先进的免疫调控技术，专注研发自身免疫疾病的创新药物和疗法。拥有技术平台和产品管线，具体技术细节未公开,处于临床前研究阶段（根据2022年天使轮融资信息，启动自身免疫疾病小分子新药临床前研究）。,针对各类自身免疫性疾病（如类风湿关节炎、系统性红斑狼疮等）的药物研发与治疗。,以创新药物研发为核心，通过技术授权、合作开发或未来药品销售实现盈利的Biotech模式。,作为研发型公司，当前交付物为研发成果（如候选药物、临床前/临床数据），而非实体产品。,官网提及有“资质和获奖”栏目，但具体内容未提供。拥有先进的免疫调控技术，应持有相关专利，但具体数量与详情未知。,核心团队专业互补，包括创始人尹航、董事长兼总经理白宁、COO高萌。与清华大学、北京协和医院等单位合作。短板：公司成立于2020年，相对年轻；产品处于临床前阶段，商业化道路长，面临研发失败、资金需求大等风险。,暂无（非上市公司，未披露财务数据。作为早期研发公司，很可能尚未产生主营业务收入）。,暂无具体竞对名称。技术差异点在于其专注于利用“先进的免疫调控技术”研发自身免疫疾病创新药，并与顶尖学术医疗机构合作。,精确匹配,Enterprise
ENT_72AFD46E642A,Enterprise,上海建毅腾创生物医药科技有限公司,企业信息暂存.xlsx,84,基于人用药研发经验和技术，开发宠物创新药（小分子新药、大分子新药、差异化制剂）及兽用诊断试剂,研发阶段（产品研发中，已完成天使轮融资用于研发）,宠物医院、家庭宠物用药、兽用诊断,研发驱动型生物科技公司，通过融资推进研发，目标成为国际化动保企业,暂无（公司处于早期研发和团队扩建阶段）,,核心团队包括法定代表人曹子建，团队拥有人用药研发经验和技术积淀；短板为公司成立时间短（2022年成立），处于早期发展阶段，产品尚未上市，商业化能力和市场验证待完善,暂无（公司成立于2022年，未披露财务数据）,暂无具体竞对信息；技术差异点在于将人用药研发经验和技术应用于宠物创新药开发，以国际标准进行研发,精确匹配,Enterprise
ENT_26B364417563,Enterprise,北京卓镭激光技术有限公司,企业信息暂存.xlsx,85,超快激光器技术（皮秒、飞秒激光）,技术成熟，已实现国产替代并批量生产。超快激光器全球累计销售2000余台，高能量激光器技术指标国际领先，国内市场占有率第一，部分产品已通过欧盟CE认证。,暂无（基于现有信息，应用场景已较为明确和广泛）。,研发、设计、生产制造并销售激光器产品，为全球客户提供产品及服务。,公司总面积近10000㎡，拥有千级光学洁净间近3500㎡，具备年产2000台以上各类激光器的能力。,国家级专精特新“小巨人”企业、国家级高新技术企业、北京市科技企业研发机构、北京市博士后工作站；通过ISO9001质量管理体系、ISO13485医疗器械质量管理体系认证；部分产品通过欧盟CE认证；拥有百余项自主知识产权专利。,创始团队：创始人兼总经理王涛（国家特支计划科技创新领军人才）；创始人/CTO蔡志强博士（天津大学博士，前美国ESI公司中国研发中心超快激光器研发项目负责人，国内首个“商用级百皮秒微片激光器”技术负责人）。短板：暂无明确信息。,暂无具体数据。近5年累计销售超快激光器1000余台，市场占有率国内领先。,暂无明确竞对信息。技术差异：公司是国内技术路线覆盖最全的综合性激光器供应商，高能量激光器技术指标国际领先，打破欧美禁运、填补多项国内空白；绿光皮秒超快激光器输出功率>70W，技术指标国内领先。,精确匹配,Enterprise
ENT_81E19B5E0DBB,Enterprise,北京智谱华章科技股份有限公司,企业信息暂存.xlsx,86,GLM大模型算法框架、大模型全链路自主研发,成熟。自研GLM大模型算法框架，在多项测评结果比肩ChatGPT；是国内最早研究大模型的团队之一，产品ChatGLM是全国首批通过网信办认证允许上线的大模型之一；已支持10余种国产硬件生态实现自主训练。,基于其大模型能力，可进一步拓展至更广泛的行业智能化解决方案，如教育、金融、医疗、内容创作、企业知识管理等领域的AI赋能。,B2B（向企业提供大模型API、解决方案）、B2C（通过智谱清言等产品向个人用户提供服务）。,具备成熟的平台化产品（如开放平台）和定制化解决方案交付能力，服务上千家客户。,北京市首批通用人工智能大模型合作伙伴；全国首批通过网信办认证允许上线的大模型之一；国家科技进步二等奖；北京市科学技术奖一等奖；中国电子学会科学技术奖一等奖；中国人工智能学会科技进步一等奖；北京市独角兽企业；北京博士后工作站。,创始团队：创始人唐杰教授（清华大学计算机系教授、IEEE Fellow、国家杰青）；创始人兼董事长刘德兵博士（中科院计算所博士）。团队技术背景深厚，源自清华大学。短板：信息中未明确提及。,,竞对：国内外其他大模型厂商（如OpenAI的ChatGPT）。技术差异：专注于打造新一代认知智能大模型，GLM框架在安全可控的内容生成技术方面有研发（如反向提示可控生成技术），并实现了在昇腾、神威超算等10余种国产硬件平台上的自主训练，构建了国产化平台大模型训练软硬件生态。,未匹配,Enterprise
ENT_03CB6930212D,Enterprise,北京极光星通科技有限公司,企业信息暂存.xlsx,87,空间激光通信技术，高带宽、高可靠、高安全、轻小型化的激光通信终端，星载激光通信终端产品,产品已进入融资和产业化阶段，完成多轮融资，具体技术成熟度等级（如TRL）暂无,民用航天通信、军事通信、遥感数据回传等,高科技产品研发与销售，为商业航天及卫星通信领域提供解决方案,暂无（网络信息未提及具体交付能力、产能或交付记录）,暂无（网络信息未提及具体资质、认证或知识产权情况）,创始团队起源于中科院，具体成员背景及公司短板暂无,,暂无（网络信息未提及具体竞争对手及技术差异）,精确匹配,Enterprise
