id:ID,label,name,normalized_name,source_file,:LABEL
CAP_D67B6660699D,Capability,水性环氧树脂,水性环氧树脂,company-info_with_url.xlsx,Capability
CAP_F85BE129D667,Capability,水性助剂,水性助剂,company-info_with_url.xlsx,Capability
CAP_24D361A7736C,Capability,水性环氧固化剂,水性环氧固化剂,company-info_with_url.xlsx,Capability
IND_4D1D611283C9,Industry,涂料行业,涂料行业,company-info_with_url.xlsx,Industry
IND_868BF19CAD93,Industry,特别是工业防腐涂料,特别是工业防腐涂料,company-info_with_url.xlsx,Industry
IND_473B22E705B1,Industry,钢结构涂料领域,钢结构涂料领域,company-info_with_url.xlsx,Industry
SCN_493E70BD47CF,Scenario,钢结构防腐,钢结构防腐,company-info_with_url.xlsx,Scenario
SCN_731FB6E199D9,Scenario,工业建筑防护等领域的涂料涂装,工业建筑防护等领域的涂料涂装,company-info_with_url.xlsx,Scenario
DEM_253BA780B8BF,DemandTag,资金支持（根据天眼查信息,资金支持（根据天眼查信息,company-info_with_url.xlsx,DemandTag
DEM_0592943256E4,DemandTag,公司处于A轮融资阶段）,公司处于a轮融资阶段）,company-info_with_url.xlsx,DemandTag
DEM_7A59D491E630,DemandTag,技术研发人才,技术研发人才,company-info_with_url.xlsx,DemandTag
CAP_B268D9F2A53C,Capability,存算一体AI推理芯片,存算一体ai推理芯片,company-info_with_url.xlsx,Capability
CAP_52B9FD8BEB42,Capability,采用存算一体超异构架构,采用存算一体超异构架构,company-info_with_url.xlsx,Capability
CAP_2F06151D0B89,Capability,结合新型存储器（如ReRAM）与Chiplet架构,结合新型存储器（如reram）与chiplet架构,company-info_with_url.xlsx,Capability
CAP_9400C217BA07,Capability,通过全数字化芯片设计,通过全数字化芯片设计,company-info_with_url.xlsx,Capability
CAP_D2561589FF79,Capability,实现高能效比,实现高能效比,company-info_with_url.xlsx,Capability
CAP_72D37D474E5A,Capability,大算力的AI大算力芯片。已成功回片点亮首颗高精度,大算力的ai大算力芯片。已成功回片点亮首颗高精度,company-info_with_url.xlsx,Capability
CAP_A0FF802B7EC1,Capability,低功耗存算一体AI大算力POC芯片。,低功耗存算一体ai大算力poc芯片。,company-info_with_url.xlsx,Capability
CUS_5B10E8A26B1D,Customer,暂无明确公开信息,暂无明确公开信息,company-info_with_url.xlsx,Customer
SUP_E1CF36DCC95A,Supplier,通过第三方合作支持不同等级自动驾驶算力需求的系列芯片,通过第三方合作支持不同等级自动驾驶算力需求的系列芯片,company-info_with_url.xlsx,Supplier
PROD_AC1095AE5185,Product,卷绕式磁控溅射制备柔性纳米功能薄膜技术,卷绕式磁控溅射制备柔性纳米功能薄膜技术,company-info_with_url.xlsx,Product
PROD_EA223CF3BEAE,Product,纳米复合柔性透明导电膜（包括光学调控层,纳米复合柔性透明导电膜（包括光学调控层,company-info_with_url.xlsx,Product
PROD_6A2AF52F678F,Product,导电主体层及表面功能层的多层复合结构）,导电主体层及表面功能层的多层复合结构）,company-info_with_url.xlsx,Product
PROD_B101671A765B,Product,磁控溅射靶材技术,磁控溅射靶材技术,company-info_with_url.xlsx,Product
PROD_BB3901E8F761,Product,卷绕式磁控溅射量产线设计,卷绕式磁控溅射量产线设计,company-info_with_url.xlsx,Product
PROD_B06FC0A3FA9D,Product,柔性纳米功能器件技术,柔性纳米功能器件技术,company-info_with_url.xlsx,Product
CAP_78120318AB5E,Capability,百兆瓦级先进压缩空气储能系统,百兆瓦级先进压缩空气储能系统,company-info_with_url.xlsx,Capability
CAP_58EC1A6812BF,Capability,包括1.5MW,包括1.5mw,company-info_with_url.xlsx,Capability
CAP_0CB8FA4BC1FF,Capability,10MW及100MW先进压缩空气储能示范系统。核心产品是大规模新型压缩空气储能系统。,10mw及100mw先进压缩空气储能示范系统。核心产品是大规模新型压缩空气储能系统。,company-info_with_url.xlsx,Capability
IND_19807E68C668,Industry,电力储能行业,电力储能行业,company-info_with_url.xlsx,Industry
IND_E80F4ABF6EDB,Industry,特别是大规模电网侧储能。,特别是大规模电网侧储能。,company-info_with_url.xlsx,Industry
SCN_EFB03B2A7A54,Scenario,大规模电网侧储能,大规模电网侧储能,company-info_with_url.xlsx,Scenario
SCN_89D5FC04F949,Scenario,用于电力系统调峰,用于电力系统调峰,company-info_with_url.xlsx,Scenario
SCN_297FFA4288FB,Scenario,调频,调频,company-info_with_url.xlsx,Scenario
SCN_CD1914153675,Scenario,可再生能源消纳等。,可再生能源消纳等。,company-info_with_url.xlsx,Scenario
DEM_124F33192516,DemandTag,资金（用于项目扩张）。根据融资历史,资金（用于项目扩张）。根据融资历史,company-info_with_url.xlsx,DemandTag
DEM_0808595AEA69,DemandTag,公司持续进行大规模融资用于技术研发和项目落地。,公司持续进行大规模融资用于技术研发和项目落地。,company-info_with_url.xlsx,DemandTag
CAP_7D790F67D488,Capability,能量块(eBlock),能量块(eblock),company-info_with_url.xlsx,Capability
CAP_DC8F9DBBCFD2,Capability,能量链(eLink),能量链(elink),company-info_with_url.xlsx,Capability
CAP_54473BA44E49,Capability,能量云(eMind)三大核心产品构成的3e分布式能量块储能系统方案,能量云(emind)三大核心产品构成的3e分布式能量块储能系统方案,company-info_with_url.xlsx,Capability
CAP_EE1C705A1C22,Capability,能量管理系统软件(EMS)的研发与集成技术。,能量管理系统软件(ems)的研发与集成技术。,company-info_with_url.xlsx,Capability
CAP_D30636D2BC5F,Capability,专注用前沿科技及大数据分析为行业提供专业生态数据服务和综合解决方案,专注用前沿科技及大数据分析为行业提供专业生态数据服务和综合解决方案,company-info_with_url.xlsx,Capability
IND_2DE9397EC7FA,Industry,生物多样性保护研究,生物多样性保护研究,company-info_with_url.xlsx,Industry
IND_08580C6D1DF0,Industry,自然生态保护,自然生态保护,company-info_with_url.xlsx,Industry
SCN_B658C731BBC2,Scenario,为生物多样性保护研究领域提供生态数据服务和解决方案,为生物多样性保护研究领域提供生态数据服务和解决方案,company-info_with_url.xlsx,Scenario
CAP_8E94D0429AB2,Capability,半导体激光芯片,半导体激光芯片,company-info_with_url.xlsx,Capability
CAP_0C3DB73E38C0,Capability,高功率半导体激光器,高功率半导体激光器,company-info_with_url.xlsx,Capability
CAP_BA112616D21A,Capability,8XX系列,8xx系列,company-info_with_url.xlsx,Capability
CAP_04E567FE0E9B,Capability,9XX系列,9xx系列,company-info_with_url.xlsx,Capability
CAP_D2B2CDB57648,Capability,650nm红光系列,650nm红光系列,company-info_with_url.xlsx,Capability
IND_7E97DFCAEC1D,Industry,电气电子,电气电子,company-info_with_url.xlsx,Industry
SCN_3620DF6BA5B6,Scenario,高功率半导体激光器,高功率半导体激光器,company-info_with_url.xlsx,Scenario
SCN_58947F5AB47E,Scenario,光电子材料与器件,光电子材料与器件,company-info_with_url.xlsx,Scenario
CAP_FDFD54FC2D06,Capability,超导腔等高端装备核心部件的精密加工解决方案,超导腔等高端装备核心部件的精密加工解决方案,company-info_with_url.xlsx,Capability
CAP_9461A31A011E,Capability,具体包括超导腔加工（涉及微小零件冲压,具体包括超导腔加工（涉及微小零件冲压,company-info_with_url.xlsx,Capability
CAP_5360F5E5D757,Capability,机加,机加,company-info_with_url.xlsx,Capability
CAP_983B1107D879,Capability,矫形,矫形,company-info_with_url.xlsx,Capability
CAP_0D9FC29E99AF,Capability,电子束焊接,电子束焊接,company-info_with_url.xlsx,Capability
CAP_E02D26078A66,Capability,纳米级表面处理）以及基于特种焊接优势的高端零部件数控精密机加,纳米级表面处理）以及基于特种焊接优势的高端零部件数控精密机加,company-info_with_url.xlsx,Capability
CAP_2DE791584498,Capability,特种工艺处理,特种工艺处理,company-info_with_url.xlsx,Capability
CAP_BF53DCC707FD,Capability,部组件装配全流程业务。,部组件装配全流程业务。,company-info_with_url.xlsx,Capability
IND_64DB82E293C3,Industry,大科学装置（如粒子加速器）,大科学装置（如粒子加速器）,company-info_with_url.xlsx,Industry
IND_532DF5528C09,Industry,核能（小型反应堆）,核能（小型反应堆）,company-info_with_url.xlsx,Industry
IND_CE415D99EF9D,Industry,科研院所及制造企业的高难度焊接与精密加工领域。,科研院所及制造企业的高难度焊接与精密加工领域。,company-info_with_url.xlsx,Industry
SCN_6D7DAC88C318,Scenario,1. 超导腔制造：用于粒子加速器等大科学装置的核心部件。2. 高端零部件精密加工：服务于需要高精度,1. 超导腔制造：用于粒子加速器等大科学装置的核心部件。2. 高端零部件精密加工：服务于需要高精度,company-info_with_url.xlsx,Scenario
SCN_320A438EFCBA,Scenario,特种焊接及复杂工艺的装备制造领域。,特种焊接及复杂工艺的装备制造领域。,company-info_with_url.xlsx,Scenario
DEM_EF953CCDC36F,DemandTag,资金用于扩建超导加速腔生产产能并推动小型反应堆壳体等新业务（据Pre-A轮融资用途）。同时,资金用于扩建超导加速腔生产产能并推动小型反应堆壳体等新业务（据pre-a轮融资用途）。同时,company-info_with_url.xlsx,DemandTag
DEM_F9BF0A0FA080,DemandTag,需要市场拓展资源,需要市场拓展资源,company-info_with_url.xlsx,DemandTag
DEM_682426253620,DemandTag,规模化生产管理经验及可能的新领域（如核能）客户资源。,规模化生产管理经验及可能的新领域（如核能）客户资源。,company-info_with_url.xlsx,DemandTag
CAP_44E687D8D399,Capability,垂直腔面发射激光器（VCSEL）芯片,垂直腔面发射激光器（vcsel）芯片,company-info_with_url.xlsx,Capability
CAP_6594347B9BFE,Capability,包括用于光通信的850nm 10G,包括用于光通信的850nm 10g,company-info_with_url.xlsx,Capability
CAP_D34DC2F9BBFE,Capability,25G,25g,company-info_with_url.xlsx,Capability
CAP_33EBB6852608,Capability,56G PAM4,56g pam4,company-info_with_url.xlsx,Capability
CAP_FA088080091E,Capability,112G PAM4 VCSEL芯片,112g pam4 vcsel芯片,company-info_with_url.xlsx,Capability
CAP_21D6E2100B83,Capability,以及用于3D感测的940nm VCSEL结构光芯片,以及用于3d感测的940nm vcsel结构光芯片,company-info_with_url.xlsx,Capability
CAP_F9EE02234546,Capability,850nm及940nm VCSEL TOF芯片。拥有全流程,850nm及940nm vcsel tof芯片。拥有全流程,company-info_with_url.xlsx,Capability
CAP_74C707E44D5B,Capability,完整,完整,company-info_with_url.xlsx,Capability
CAP_06F68CBC0428,Capability,独立的化合物半导体光电子芯片IDM生产线。,独立的化合物半导体光电子芯片idm生产线。,company-info_with_url.xlsx,Capability
IND_4EFE8F651707,Industry,光通信（光纤到户,光通信（光纤到户,company-info_with_url.xlsx,Industry
IND_32864B895DC3,Industry,数据中心与云计算,数据中心与云计算,company-info_with_url.xlsx,Industry
IND_96893E59EEBA,Industry,5G移动通信网络）,5g移动通信网络）,company-info_with_url.xlsx,Industry
IND_CCFFD86BC274,Industry,工业物联网,工业物联网,company-info_with_url.xlsx,Industry
IND_9549442662B1,Industry,消费电子（3D感测）。,消费电子（3d感测）。,company-info_with_url.xlsx,Industry
SCN_3D786778FC83,Scenario,1. 光通信：数据中心（IDC）,1. 光通信：数据中心（idc）,company-info_with_url.xlsx,Scenario
SCN_BE7C4F0F7C5A,Scenario,通信机房,通信机房,company-info_with_url.xlsx,Scenario
SCN_7ADF92012E1D,Scenario,接入网的光纤数据传输。2. 光感：HDMI光纤连接线,接入网的光纤数据传输。2. 光感：hdmi光纤连接线,company-info_with_url.xlsx,Scenario
SCN_D6384F10C72B,Scenario,3D结构光感测,3d结构光感测,company-info_with_url.xlsx,Scenario
SCN_7AEF004E3ABF,Scenario,TOF（飞行时间）感测。,tof（飞行时间）感测。,company-info_with_url.xlsx,Scenario
CUS_74234F84B7CA,Customer,国内光通信模块厂,国内光通信模块厂,company-info_with_url.xlsx,Customer
CUS_674D30B60426,Customer,设备厂（具体名称未披露）,设备厂（具体名称未披露）,company-info_with_url.xlsx,Customer
DEM_7FED6B6BD1DD,DemandTag,市场资源：推动其光感类VCSEL芯片（如用于3D感测）在国内安卓市场的大规模应用。资金资源：持续研发投入（如112G PAM4芯片）和产能扩张。产业链资源：深化与下游模块厂,市场资源：推动其光感类vcsel芯片（如用于3d感测）在国内安卓市场的大规模应用。资金资源：持续研发投入（如112g pam4芯片）和产能扩张。产业链资源：深化与下游模块厂,company-info_with_url.xlsx,DemandTag
DEM_14CDF74B7877,DemandTag,设备厂及终端应用厂商的合作。,设备厂及终端应用厂商的合作。,company-info_with_url.xlsx,DemandTag
IND_EFB670869DC4,Industry,毫米波传感器,毫米波传感器,company-info_with_url.xlsx,Industry
IND_01B9C0E68CAD,Industry,卫星通信等无线领域,卫星通信等无线领域,company-info_with_url.xlsx,Industry
SCN_D22210F667C5,Scenario,毫米波传感器,毫米波传感器,company-info_with_url.xlsx,Scenario
SCN_3BC083CCF3A0,Scenario,移动通信,移动通信,company-info_with_url.xlsx,Scenario
SCN_0EADB3C44FBF,Scenario,卫星通信,卫星通信,company-info_with_url.xlsx,Scenario
PROD_2A7CD602D976,Product,包括：“虚拟电厂软硬件系统”,包括：“虚拟电厂软硬件系统”,company-info_with_url.xlsx,Product
CAP_2A00B5376813,Capability,首创国产IPT（Information Pipe Technology）技术,首创国产ipt（information pipe technology）技术,company-info_with_url.xlsx,Capability
CAP_91D834F32D80,Capability,即智慧能源系统底层智能物联网分布式测控技术,即智慧能源系统底层智能物联网分布式测控技术,company-info_with_url.xlsx,Capability
IND_299E92AD2B12,Industry,新能源系统（电力,新能源系统（电力,company-info_with_url.xlsx,Industry
IND_C178EDAE6421,Industry,制氢）,制氢）,company-info_with_url.xlsx,Industry
IND_36DAC6B6EBB3,Industry,智慧园区,智慧园区,company-info_with_url.xlsx,Industry
IND_02CF26D2BA6F,Industry,污水处理,污水处理,company-info_with_url.xlsx,Industry
IND_53A8E310D902,Industry,电网调度等能源与工业领域。,电网调度等能源与工业领域。,company-info_with_url.xlsx,Industry
SCN_D8A0AC3439BB,Scenario,1. 虚拟电厂（如聊城城南污水处理厂项目）,1. 虚拟电厂（如聊城城南污水处理厂项目）,company-info_with_url.xlsx,Scenario
SCN_5DC8ADD51F4D,Scenario,2. 智慧园区,2. 智慧园区,company-info_with_url.xlsx,Scenario
SCN_0A07F8B68E22,Scenario,3. 风电制氢控制,3. 风电制氢控制,company-info_with_url.xlsx,Scenario
SCN_7097295EEA8D,Scenario,4. 电解槽电压检测,4. 电解槽电压检测,company-info_with_url.xlsx,Scenario
SCN_96FA402F8CB4,Scenario,5. 无人变电站智能物联与电网调度测控（如浙江电科院项目）。,5. 无人变电站智能物联与电网调度测控（如浙江电科院项目）。,company-info_with_url.xlsx,Scenario
DEM_1F18E8040BF9,DemandTag,根据其种子轮融资用途,根据其种子轮融资用途,company-info_with_url.xlsx,DemandTag
DEM_0D7E98D7B73D,DemandTag,主要用于人才团队建设和市场拓展,主要用于人才团队建设和市场拓展,company-info_with_url.xlsx,DemandTag
DEM_926F2671CFB1,DemandTag,以及加速标准产品线的开发和市场推广。因此最需要人才资源和市场渠道资源。,以及加速标准产品线的开发和市场推广。因此最需要人才资源和市场渠道资源。,company-info_with_url.xlsx,DemandTag
PROD_69B315C5A1B2,Product,电子产品检测,电子产品检测,company-info_with_url.xlsx,Product
PROD_ED36E65E5CB4,Product,电子产品设计服务,电子产品设计服务,company-info_with_url.xlsx,Product
PROD_B6494376B0E6,Product,新材料技术推广服务。,新材料技术推广服务。,company-info_with_url.xlsx,Product
IND_C55137788CBA,Industry,电子工程,电子工程,company-info_with_url.xlsx,Industry
IND_85EC64D8BF1D,Industry,新材料领域。,新材料领域。,company-info_with_url.xlsx,Industry
SCN_F01D470A78C9,Scenario,电子工程设计,电子工程设计,company-info_with_url.xlsx,Scenario
SCN_176E888AF630,Scenario,电子产品检测与设计,电子产品检测与设计,company-info_with_url.xlsx,Scenario
SCN_2DDAB30A39AE,Scenario,信息电子技术服务,信息电子技术服务,company-info_with_url.xlsx,Scenario
SCN_A136B6549A11,Scenario,新材料技术推广。,新材料技术推广。,company-info_with_url.xlsx,Scenario
DEM_F4E9C9F752D6,DemandTag,投资。根据PDF信息,投资。根据pdf信息,company-info_with_url.xlsx,DemandTag
DEM_AB6B439546CE,DemandTag,公司正在寻求融资（投资建议书）。,公司正在寻求融资（投资建议书）。,company-info_with_url.xlsx,DemandTag
CAP_480130D30B0C,Capability,软件开发,软件开发,company-info_with_url.xlsx,Capability
CAP_00C29D29E5CF,Capability,光通信设备制造,光通信设备制造,company-info_with_url.xlsx,Capability
CAP_47E69FBA66E2,Capability,导航终端制造,导航终端制造,company-info_with_url.xlsx,Capability
CAP_10866C58FD0F,Capability,高性能纤维及复合材料制造,高性能纤维及复合材料制造,company-info_with_url.xlsx,Capability
CAP_C69E9F2395C8,Capability,专业设计服务,专业设计服务,company-info_with_url.xlsx,Capability
CAP_C60BC73D3AB9,Capability,卫星遥感应用系统,卫星遥感应用系统,company-info_with_url.xlsx,Capability
IND_F00204AE8A7B,Industry,卫星制造,卫星制造,company-info_with_url.xlsx,Industry
IND_CB40D4226042,Industry,遥感应用,遥感应用,company-info_with_url.xlsx,Industry
IND_F9126C2CCEE3,Industry,导航,导航,company-info_with_url.xlsx,Industry
SCN_BE6E0D14DAE2,Scenario,卫星制造,卫星制造,company-info_with_url.xlsx,Scenario
SCN_3AE540308D5E,Scenario,卫星遥感数据处理与应用,卫星遥感数据处理与应用,company-info_with_url.xlsx,Scenario
SCN_4F6CD26FCF05,Scenario,导航终端,导航终端,company-info_with_url.xlsx,Scenario
SCN_399827F01B82,Scenario,光通信设备,光通信设备,company-info_with_url.xlsx,Scenario
DEM_25168DB40873,DemandTag,资金（用于研发,资金（用于研发,company-info_with_url.xlsx,DemandTag
DEM_870F2610B59B,DemandTag,生产及星座计划扩张）,生产及星座计划扩张）,company-info_with_url.xlsx,DemandTag
CAP_F53848F217AB,Capability,AI光学芯片,ai光学芯片,company-info_with_url.xlsx,Capability
CAP_81D7EC75498D,Capability,基于光子电路技术加速信息处理,基于光子电路技术加速信息处理,company-info_with_url.xlsx,Capability
CAP_2534D3B53B44,Capability,使用光子进行计算和信号传输。,使用光子进行计算和信号传输。,company-info_with_url.xlsx,Capability
IND_A318617E258A,Industry,高性能计算。,高性能计算。,company-info_with_url.xlsx,Industry
DEM_B212E19E2A25,DemandTag,商业化落地场景。,商业化落地场景。,company-info_with_url.xlsx,DemandTag
CAP_338A9CB2BE47,Capability,一体式微模块数据中心创新解决方案,一体式微模块数据中心创新解决方案,company-info_with_url.xlsx,Capability
CAP_319B6ED66B13,Capability,用于智能算力分中心建设。,用于智能算力分中心建设。,company-info_with_url.xlsx,Capability
IND_D397B61AAAA4,Industry,数字经济,数字经济,company-info_with_url.xlsx,Industry
IND_3909A45BA54E,Industry,数据中心建设,数据中心建设,company-info_with_url.xlsx,Industry
SCN_DBEF9242BB12,Scenario,中科融合算力中心及各地智能分中心的建设。,中科融合算力中心及各地智能分中心的建设。,company-info_with_url.xlsx,Scenario
CAP_E2A39BEB6368,Capability,气体扩散层和高性能碳材料,气体扩散层和高性能碳材料,company-info_with_url.xlsx,Capability
CAP_5D56F74B2BEB,Capability,具体包括燃料电池和制氢电池用的炭纸和气体扩散层。,具体包括燃料电池和制氢电池用的炭纸和气体扩散层。,company-info_with_url.xlsx,Capability
IND_2ADC537FB13D,Industry,氢能与燃料电池,氢能与燃料电池,company-info_with_url.xlsx,Industry
IND_501AA3BA4255,Industry,制氢电池,制氢电池,company-info_with_url.xlsx,Industry
IND_E9D4E1EF9C68,Industry,储能电池等能源领域。,储能电池等能源领域。,company-info_with_url.xlsx,Industry
SCN_23F322E54779,Scenario,燃料电池,燃料电池,company-info_with_url.xlsx,Scenario
SCN_436A843AE9EE,Scenario,制氢电池,制氢电池,company-info_with_url.xlsx,Scenario
SCN_C2CA7A7D3B38,Scenario,储能电池等能源电池的核心材料。,储能电池等能源电池的核心材料。,company-info_with_url.xlsx,Scenario
DEM_1078D4ECA9F3,DemandTag,用于储能电池产品产业化,用于储能电池产品产业化,company-info_with_url.xlsx,DemandTag
DEM_56BD19A69DA8,DemandTag,技术研发实力提升及产品市场推广。,技术研发实力提升及产品市场推广。,company-info_with_url.xlsx,DemandTag
CAP_793444A2F5A7,Capability,AI OS（企业级AI操作系统）,ai os（企业级ai操作系统）,company-info_with_url.xlsx,Capability
CAP_6B2DE0E796B9,Capability,包括AI Infra（多层次算力基础设施）,包括ai infra（多层次算力基础设施）,company-info_with_url.xlsx,Capability
CAP_0EAAE2A83381,Capability,MaaS（模型即服务平台）,maas（模型即服务平台）,company-info_with_url.xlsx,Capability
CAP_A31DF15DAD1E,Capability,OS UI（用户交互界面）,os ui（用户交互界面）,company-info_with_url.xlsx,Capability
CAP_4311318A2319,Capability,生产要素建模工具,生产要素建模工具,company-info_with_url.xlsx,Capability
CAP_61FB9D92ADBC,Capability,持续优化工具,持续优化工具,company-info_with_url.xlsx,Capability
CAP_0A28150A8644,Capability,模型训练工具,模型训练工具,company-info_with_url.xlsx,Capability
CAP_DCFE0460CDFF,Capability,行业数据增强方案,行业数据增强方案,company-info_with_url.xlsx,Capability
CAP_0609A42703FB,Capability,Level 3学习新范式（企业生产流程建模与自动优化）。,level 3学习新范式（企业生产流程建模与自动优化）。,company-info_with_url.xlsx,Capability
IND_C15A3756DB9F,Industry,法律,法律,company-info_with_url.xlsx,Industry
IND_3055F7692939,Industry,政务,政务,company-info_with_url.xlsx,Industry
IND_E8402A325073,Industry,医药等千行百业。,医药等千行百业。,company-info_with_url.xlsx,Industry
SCN_6161D799BAA3,Scenario,企业,企业,company-info_with_url.xlsx,Scenario
SCN_0FA6B3520337,Scenario,组织降本增效,组织降本增效,company-info_with_url.xlsx,Scenario
SCN_C0F9201BC034,Scenario,政府普惠服务,政府普惠服务,company-info_with_url.xlsx,Scenario
SCN_C463BDD1A0ED,Scenario,企业扩大销售,企业扩大销售,company-info_with_url.xlsx,Scenario
SCN_E78F44115DCD,Scenario,企业应用大模型,企业应用大模型,company-info_with_url.xlsx,Scenario
SCN_00CECE2CB3CB,Scenario,AI转型咨询与落地实施（包括建模,ai转型咨询与落地实施（包括建模,company-info_with_url.xlsx,Scenario
SCN_1772DA5A60FF,Scenario,方案设计,方案设计,company-info_with_url.xlsx,Scenario
SCN_B56633E334B8,Scenario,模型定制,模型定制,company-info_with_url.xlsx,Scenario
SCN_244929E1FE2D,Scenario,应用开发,应用开发,company-info_with_url.xlsx,Scenario
SCN_8B5191DB550E,Scenario,优化反馈）。,优化反馈）。,company-info_with_url.xlsx,Scenario
CAP_7465462D55D2,Capability,高分子弹性膜真空运载盒（膜盒）,高分子弹性膜真空运载盒（膜盒）,company-info_with_url.xlsx,Capability
CAP_FB7A01FE4A51,Capability,高端UV减粘膜,高端uv减粘膜,company-info_with_url.xlsx,Capability
CAP_E37106F46AD1,Capability,ABF基板堆积膜（替代材料）,abf基板堆积膜（替代材料）,company-info_with_url.xlsx,Capability
CAP_82877CED4051,Capability,LCP粘接胶,lcp粘接胶,company-info_with_url.xlsx,Capability
CAP_43EC2067829A,Capability,环氧电子灌封,环氧电子灌封,company-info_with_url.xlsx,Capability
CAP_38DAF9CB4CC0,Capability,塑封胶,塑封胶,company-info_with_url.xlsx,Capability
IND_8D64AF6D1304,Industry,半导体材料,半导体材料,company-info_with_url.xlsx,Industry
SCN_144A3D827336,Scenario,启停电源,启停电源,company-info_with_url.xlsx,Scenario
SCN_290DFD4A87D3,Scenario,两轮车,两轮车,company-info_with_url.xlsx,Scenario
SCN_1AB15AE27A16,Scenario,储能柜,储能柜,company-info_with_url.xlsx,Scenario
SCN_FE308BF71476,Scenario,数据中心电源,数据中心电源,company-info_with_url.xlsx,Scenario
CUS_CC3A7F356757,Customer,与大型企业合作（具体名称未提供）,与大型企业合作（具体名称未提供）,company-info_with_url.xlsx,Customer
CUS_76836F03122B,Customer,与华为技术有限公司瓦特实验室签署技术开发合同,与华为技术有限公司瓦特实验室签署技术开发合同,company-info_with_url.xlsx,Customer
CUS_CF895F52805A,Customer,与阳江市交通投资集团有限公司合作产业落地,与阳江市交通投资集团有限公司合作产业落地,company-info_with_url.xlsx,Customer
CAP_3DF885BD6A4A,Capability,InP衬底激光器及探测器外延片,inp衬底激光器及探测器外延片,company-info_with_url.xlsx,Capability
CAP_EE318B0788B9,Capability,GaAs衬底850nm,gaas衬底850nm,company-info_with_url.xlsx,Capability
CAP_5B44240A3BBF,Capability,940nm VCSEL外延片,940nm vcsel外延片,company-info_with_url.xlsx,Capability
CAP_8FB40498523E,Capability,GaAs衬底808nm,gaas衬底808nm,company-info_with_url.xlsx,Capability
CAP_18223B859A79,Capability,980nm半导体激光器外延片的研发,980nm半导体激光器外延片的研发,company-info_with_url.xlsx,Capability
IND_FCC78C21B245,Industry,3D传感,3d传感,company-info_with_url.xlsx,Industry
IND_3889C2E09141,Industry,半导体激光器,半导体激光器,company-info_with_url.xlsx,Industry
SCN_68B5B6FE451E,Scenario,3D传感,3d传感,company-info_with_url.xlsx,Scenario
SCN_DC225B174418,Scenario,半导体激光器,半导体激光器,company-info_with_url.xlsx,Scenario
DEM_4C5B3C96A2A2,DemandTag,融资（本轮共融资2400万,融资（本轮共融资2400万,company-info_with_url.xlsx,DemandTag
DEM_4C4DB0DC13C2,DemandTag,出让股权40%）,出让股权40%）,company-info_with_url.xlsx,DemandTag
PROD_FB5E96AD0281,Product,专用设备（已研发至第三代）,专用设备（已研发至第三代）,company-info_with_url.xlsx,Product
PROD_24AFDFBE8AE3,Product,基于不同喷嘴片结构的三种成型技术方案,基于不同喷嘴片结构的三种成型技术方案,company-info_with_url.xlsx,Product
PROD_34B00F6A49FD,Product,3种合金的成型工艺和该技术在TSV,3种合金的成型工艺和该技术在tsv,company-info_with_url.xlsx,Product
PROD_C9E7C886EFA9,Product,TGV,tgv,company-info_with_url.xlsx,Product
PROD_AC5B42A652EF,Product,IPD方面的完整工艺,ipd方面的完整工艺,company-info_with_url.xlsx,Product
CAP_DD99F6E5DE16,Capability,基于晶圆级液态合金微成型技术的晶圆填充代工服务和专用设备销售。核心技术,基于晶圆级液态合金微成型技术的晶圆填充代工服务和专用设备销售。核心技术,company-info_with_url.xlsx,Capability
IND_5FBA535E96A7,Industry,具体为半导体先进封装等中道,具体为半导体先进封装等中道,company-info_with_url.xlsx,Industry
IND_21D12739507D,Industry,后道以及特种器件制造领域。,后道以及特种器件制造领域。,company-info_with_url.xlsx,Industry
SCN_D7B88CD816B1,Scenario,为半导体行业的各类客户提供完整的晶圆级厚金属制造技术,为半导体行业的各类客户提供完整的晶圆级厚金属制造技术,company-info_with_url.xlsx,Scenario
SCN_89832AC8F7E0,Scenario,用于TSV,用于tsv,company-info_with_url.xlsx,Scenario
SCN_C2C0B8398261,Scenario,TGV,tgv,company-info_with_url.xlsx,Scenario
SCN_4CB592AEDEA0,Scenario,IPD等。,ipd等。,company-info_with_url.xlsx,Scenario
DEM_2E876692F28F,DemandTag,本轮共融资470万。,本轮共融资470万。,company-info_with_url.xlsx,DemandTag
IND_BAFF1653AAE7,Industry,具体为商业卫星发射服务,具体为商业卫星发射服务,company-info_with_url.xlsx,Industry
DEM_0DCA2DBF190C,DemandTag,用于A轮融资前搭建公司基础运营架构,用于a轮融资前搭建公司基础运营架构,company-info_with_url.xlsx,DemandTag
CAP_4F1B2CDF2FB2,Capability,基于叶克强老师的脑科学研究成果,基于叶克强老师的脑科学研究成果,company-info_with_url.xlsx,Capability
CAP_2725506A59AB,Capability,针对中枢神经系统疾病,针对中枢神经系统疾病,company-info_with_url.xlsx,Capability
CAP_C41A533AE7C4,Capability,以全新靶点机制切入创新药研发,以全新靶点机制切入创新药研发,company-info_with_url.xlsx,Capability
CAP_F48A2BF75A4B,Capability,全球布局专利多管线推进,全球布局专利多管线推进,company-info_with_url.xlsx,Capability
