id:ID,label,name,normalized_name,source_file,:LABEL
DEM_111A7FBD21B7,DemandTag,当前需要资⾦⽤于研发投⼊和市场拓展。本轮融资计划2亿元。,当前需要资⾦⽤于研发投⼊和市场拓展。本轮融资计划2亿元。,company-info_with_url.xlsx,DemandTag
PROD_60B97D2D55B1,Product,基于第三代人工智能的安全可控技术,基于第三代人工智能的安全可控技术,company-info_with_url.xlsx,Product
PROD_B792D323547E,Product,大模型安全基座,大模型安全基座,company-info_with_url.xlsx,Product
PROD_9E3862A6FD96,Product,AI伪造内容检测基座,ai伪造内容检测基座,company-info_with_url.xlsx,Product
PROD_9BED66461EA0,Product,人脸识别系统安全防护解决方案,人脸识别系统安全防护解决方案,company-info_with_url.xlsx,Product
PROD_338914361FE6,Product,金融智慧风控,金融智慧风控,company-info_with_url.xlsx,Product
PROD_20E910B0D9B1,Product,智慧理财,智慧理财,company-info_with_url.xlsx,Product
PROD_10AE32E46554,Product,工业设备预测性维护等,工业设备预测性维护等,company-info_with_url.xlsx,Product
CAP_0E69E06B3940,Capability,第三代人工智能安全可控技术,第三代人工智能安全可控技术,company-info_with_url.xlsx,Capability
CAP_E23A5D802AD6,Capability,大模型安全基座,大模型安全基座,company-info_with_url.xlsx,Capability
CAP_800442646453,Capability,AI伪造内容检测,ai伪造内容检测,company-info_with_url.xlsx,Capability
IND_FE5F8AE8AE57,Industry,制造,制造,company-info_with_url.xlsx,Industry
IND_E80CAE7C51B7,Industry,互联网。,互联网。,company-info_with_url.xlsx,Industry
SCN_170BACFA82A1,Scenario,1. 金融行业：人脸识别系统安全防护,1. 金融行业：人脸识别系统安全防护,company-info_with_url.xlsx,Scenario
SCN_1E460868C623,Scenario,智慧风控,智慧风控,company-info_with_url.xlsx,Scenario
SCN_E551D1226CAE,Scenario,智慧理财。2. 工业领域：设备预测性维护。3. 通用安全：AI伪造内容（图片,智慧理财。2. 工业领域：设备预测性维护。3. 通用安全：ai伪造内容（图片,company-info_with_url.xlsx,Scenario
SCN_EFD0AF5D24D2,Scenario,视频,视频,company-info_with_url.xlsx,Scenario
SCN_25ACB4E18490,Scenario,音频）检测与防御,音频）检测与防御,company-info_with_url.xlsx,Scenario
SCN_97CAC406853B,Scenario,防AI诈骗与造谣。,防ai诈骗与造谣。,company-info_with_url.xlsx,Scenario
CUS_6F3101720C71,Customer,国家工业信息安全发展研究中心（战略合作）,国家工业信息安全发展研究中心（战略合作）,company-info_with_url.xlsx,Customer
CUS_A01B06C8FBAB,Customer,北京市政府（AI安全合作）,北京市政府（ai安全合作）,company-info_with_url.xlsx,Customer
CUS_194D3086819F,Customer,博汇科技（战略合作）,博汇科技（战略合作）,company-info_with_url.xlsx,Customer
SUP_54791C9ED239,Supplier,AI芯片,ai芯片,company-info_with_url.xlsx,Supplier
SUP_6D270E8D5E9B,Supplier,服务器供应商,服务器供应商,company-info_with_url.xlsx,Supplier
DEM_6A9E9DF7171A,DemandTag,暂无（基于其业务拓展描述,暂无（基于其业务拓展描述,company-info_with_url.xlsx,DemandTag
DEM_03C130A05EFB,DemandTag,可能需市场渠道,可能需市场渠道,company-info_with_url.xlsx,DemandTag
DEM_040D481853B9,DemandTag,行业客户资源及持续研发投入）。,行业客户资源及持续研发投入）。,company-info_with_url.xlsx,DemandTag
PROD_75BC9B808750,Product,轻质机电作动器,轻质机电作动器,company-info_with_url.xlsx,Product
PROD_7E7095B90314,Product,伺服电机,伺服电机,company-info_with_url.xlsx,Product
PROD_81A611EFCEDA,Product,伺服控制驱动集成产品,伺服控制驱动集成产品,company-info_with_url.xlsx,Product
CAP_AF5BD0CEB09D,Capability,1. 轻质小型化机电作动器设计技术,1. 轻质小型化机电作动器设计技术,company-info_with_url.xlsx,Capability
CAP_CF2BC0F8B99F,Capability,2. 高比功率伺服电机设计技术,2. 高比功率伺服电机设计技术,company-info_with_url.xlsx,Capability
CAP_23560B8FD3E0,Capability,3. 高比功率伺服控制驱动集成技术,3. 高比功率伺服控制驱动集成技术,company-info_with_url.xlsx,Capability
CAP_E276317D65A1,Capability,4. 新型智能机构技术,4. 新型智能机构技术,company-info_with_url.xlsx,Capability
CAP_E2397BBF124C,Capability,5. 高动态伺服回路控制及结构一体化设计及试验技术。核心产品：中小功率机电伺服（20w-1kw）,5. 高动态伺服回路控制及结构一体化设计及试验技术。核心产品：中小功率机电伺服（20w-1kw）,company-info_with_url.xlsx,Capability
CAP_6B5B4D47939D,Capability,中大功率机电伺服（1kw-20kw）,中大功率机电伺服（1kw-20kw）,company-info_with_url.xlsx,Capability
CAP_15118DA4B23F,Capability,伺服相关生产类产品,伺服相关生产类产品,company-info_with_url.xlsx,Capability
IND_5FD7236998EE,Industry,航海（海陆空天）等国防军工领域,航海（海陆空天）等国防军工领域,company-info_with_url.xlsx,Industry
IND_17118AEE1CD7,Industry,具体服务于导弹,具体服务于导弹,company-info_with_url.xlsx,Industry
IND_1DC80C6C38A9,Industry,火箭,火箭,company-info_with_url.xlsx,Industry
IND_D8DE59BB7007,Industry,水下潜航器等武器装备。,水下潜航器等武器装备。,company-info_with_url.xlsx,Industry
SCN_A41F7AB2C42C,Scenario,各类战术武器型号,各类战术武器型号,company-info_with_url.xlsx,Scenario
SCN_6D3C39F54FC5,Scenario,特种飞行器的伺服系统,特种飞行器的伺服系统,company-info_with_url.xlsx,Scenario
SCN_63AF156EE3E5,Scenario,导弹,导弹,company-info_with_url.xlsx,Scenario
SCN_00770A1FE8AC,Scenario,火箭,火箭,company-info_with_url.xlsx,Scenario
SCN_F81412DC6675,Scenario,无人机,无人机,company-info_with_url.xlsx,Scenario
SCN_557626DD6A51,Scenario,水下潜航器等智能装备的伺服控制。,水下潜航器等智能装备的伺服控制。,company-info_with_url.xlsx,Scenario
CUS_B8ECE413C6AE,Customer,航天科技集团,航天科技集团,company-info_with_url.xlsx,Customer
CUS_ECFA1F84FAB7,Customer,航天科工集团,航天科工集团,company-info_with_url.xlsx,Customer
CUS_E0A17C1B31AE,Customer,航空工业集团,航空工业集团,company-info_with_url.xlsx,Customer
CUS_445351DFA230,Customer,中国船舶集团等军工集团客户,中国船舶集团等军工集团客户,company-info_with_url.xlsx,Customer
SUP_9B2D433BC884,Supplier,伺服电机,伺服电机,company-info_with_url.xlsx,Supplier
SUP_20FB15375E6E,Supplier,精密机械组件供应商,精密机械组件供应商,company-info_with_url.xlsx,Supplier
DEM_AEE79ACD6733,DemandTag,资金（用于引进高端研发人才,资金（用于引进高端研发人才,company-info_with_url.xlsx,DemandTag
DEM_10AE56A8930B,DemandTag,提升核心技术研发能力,提升核心技术研发能力,company-info_with_url.xlsx,DemandTag
DEM_42E812DF4497,DemandTag,完善产品系列化及产能扩充）。根据融资计划,完善产品系列化及产能扩充）。根据融资计划,company-info_with_url.xlsx,DemandTag
DEM_BA2F778DD995,DemandTag,2024年底前计划融资1亿元。,2024年底前计划融资1亿元。,company-info_with_url.xlsx,DemandTag
PROD_0EDD4670CBEA,Product,线涵盖系留无人机,线涵盖系留无人机,company-info_with_url.xlsx,Product
PROD_C631FAA9AE72,Product,多旋翼无人机,多旋翼无人机,company-info_with_url.xlsx,Product
PROD_01DB8D048EB2,Product,复合翼无人机。在飞行可靠性控制,复合翼无人机。在飞行可靠性控制,company-info_with_url.xlsx,Product
PROD_B9C80D39172D,Product,无人机抗风扰动,无人机抗风扰动,company-info_with_url.xlsx,Product
PROD_E9949AB96C84,Product,无人机导航与精确定位,无人机导航与精确定位,company-info_with_url.xlsx,Product
PROD_489B95B865D1,Product,视觉导航,视觉导航,company-info_with_url.xlsx,Product
PROD_B206CA95F8FA,Product,电磁兼容抗干扰等多个领域拥有国内一流的核心技术,电磁兼容抗干扰等多个领域拥有国内一流的核心技术,company-info_with_url.xlsx,Product
CAP_C03BC880494F,Capability,智能无人系统飞行可靠性控制技术,智能无人系统飞行可靠性控制技术,company-info_with_url.xlsx,Capability
CAP_9736018EB422,Capability,集群无人系统协同控制,集群无人系统协同控制,company-info_with_url.xlsx,Capability
IND_29C8C03E03D8,Industry,应急,应急,company-info_with_url.xlsx,Industry
IND_F840D5C184BD,Industry,公安,公安,company-info_with_url.xlsx,Industry
IND_E87713480030,Industry,市政交通,市政交通,company-info_with_url.xlsx,Industry
IND_63E1FB76E591,Industry,建筑,建筑,company-info_with_url.xlsx,Industry
IND_78F3E9985C5E,Industry,石油石化,石油石化,company-info_with_url.xlsx,Industry
IND_4A8D86B7D8EA,Industry,河流水利,河流水利,company-info_with_url.xlsx,Industry
IND_8D05F45047A9,Industry,国防,国防,company-info_with_url.xlsx,Industry
IND_3390B22280B7,Industry,教育科研,教育科研,company-info_with_url.xlsx,Industry
IND_F3312223984F,Industry,应急消防,应急消防,company-info_with_url.xlsx,Industry
IND_17C3BC74882C,Industry,水利林草,水利林草,company-info_with_url.xlsx,Industry
IND_52EE97DCBA6F,Industry,石油与天然气等领域。,石油与天然气等领域。,company-info_with_url.xlsx,Industry
SCN_C6313432A5B2,Scenario,电子对抗,电子对抗,company-info_with_url.xlsx,Scenario
SCN_E5E8BC8ECA73,Scenario,通信中继,通信中继,company-info_with_url.xlsx,Scenario
SCN_F35452D13DAC,Scenario,视频监控,视频监控,company-info_with_url.xlsx,Scenario
SCN_F40FA6ED7412,Scenario,信号侦查。,信号侦查。,company-info_with_url.xlsx,Scenario
CUS_DB482193774F,Customer,中国船舶等军工研究机构（无人机飞控系统定制伙伴）,中国船舶等军工研究机构（无人机飞控系统定制伙伴）,company-info_with_url.xlsx,Customer
CUS_666D6A712A33,Customer,成都通用航空有限公司（垂起固定翼无人机中标92.68万元）,成都通用航空有限公司（垂起固定翼无人机中标92.68万元）,company-info_with_url.xlsx,Customer
CUS_07D22B3930D1,Customer,中煤西安设计工程（北斗版复合翼,中煤西安设计工程（北斗版复合翼,company-info_with_url.xlsx,Customer
CUS_807D630463C1,Customer,多旋翼无人机采购）,多旋翼无人机采购）,company-info_with_url.xlsx,Customer
CUS_FD4CBA05B2F7,Customer,中国邮政速递物流（100KG级无人直升机采购）,中国邮政速递物流（100kg级无人直升机采购）,company-info_with_url.xlsx,Customer
CUS_03D15FE8895B,Customer,政务客户（城市巡检,政务客户（城市巡检,company-info_with_url.xlsx,Customer
CUS_7D2A0093C441,Customer,应急救援,应急救援,company-info_with_url.xlsx,Customer
CUS_6A98A8505685,Customer,交通巡查）,交通巡查）,company-info_with_url.xlsx,Customer
SUP_D989221DFFC0,Supplier,飞控芯片,飞控芯片,company-info_with_url.xlsx,Supplier
SUP_A8CE65AEB471,Supplier,电机,电机,company-info_with_url.xlsx,Supplier
SUP_259C7899A9FA,Supplier,螺旋桨,螺旋桨,company-info_with_url.xlsx,Supplier
SUP_B48B4660D3A6,Supplier,复合材料,复合材料,company-info_with_url.xlsx,Supplier
SUP_086D21ECFC58,Supplier,电池供应商,电池供应商,company-info_with_url.xlsx,Supplier
DEM_A89CC0D3F774,DemandTag,资金。根据PDF信息,资金。根据pdf信息,company-info_with_url.xlsx,DemandTag
DEM_94C4D6212623,DemandTag,公司“本次计划融资1亿元人民币,公司“本次计划融资1亿元人民币,company-info_with_url.xlsx,DemandTag
DEM_2497B8C4FEC0,DemandTag,产业投资机构优先”。,产业投资机构优先”。,company-info_with_url.xlsx,DemandTag
PROD_8A4B8F285F48,Product,U-Drive智能驾驶平台,u-drive智能驾驶平台,company-info_with_url.xlsx,Product
PROD_27BFFAE130A5,Product,L4级无人驾驶牵引车T30,l4级无人驾驶牵引车t30,company-info_with_url.xlsx,Product
PROD_D4CED4BD3BD2,Product,T05E,t05e,company-info_with_url.xlsx,Product
PROD_6AC50DEA536E,Product,UC4600域控,uc4600域控,company-info_with_url.xlsx,Product
PROD_F32576947BF5,Product,机场,机场,company-info_with_url.xlsx,Product
PROD_7AAB8809AF66,Product,港口无人驾驶电动物流拖车,港口无人驾驶电动物流拖车,company-info_with_url.xlsx,Product
CAP_8C98B3877037,Capability,U-Drive智能驾驶平台（包含智能驾驶控制器,u-drive智能驾驶平台（包含智能驾驶控制器,company-info_with_url.xlsx,Capability
CAP_6CBD3B98DCFD,Capability,AI算法,ai算法,company-info_with_url.xlsx,Capability
CAP_8FECA1C7A5B8,Capability,云端智能驾驶大脑等核心模块）,云端智能驾驶大脑等核心模块）,company-info_with_url.xlsx,Capability
CAP_11C7694F833A,Capability,多场景自动驾驶解决方案,多场景自动驾驶解决方案,company-info_with_url.xlsx,Capability
CAP_E5E67DBCEF13,Capability,机场,机场,company-info_with_url.xlsx,Capability
CAP_2819C352E45B,Capability,工厂,工厂,company-info_with_url.xlsx,Capability
CAP_F845E7E335EE,Capability,港口无人驾驶电动物流拖车解决方案,港口无人驾驶电动物流拖车解决方案,company-info_with_url.xlsx,Capability
CAP_4194328E5A4F,Capability,面向乘用车,面向乘用车,company-info_with_url.xlsx,Capability
CAP_3949E4F2EC83,Capability,共享出行的全自动代客泊车方案,共享出行的全自动代客泊车方案,company-info_with_url.xlsx,Capability
CAP_73AE4C35F8F0,Capability,高速级自动驾驶解决方案,高速级自动驾驶解决方案,company-info_with_url.xlsx,Capability
CAP_7DF79EE45EF5,Capability,城市公共出行,城市公共出行,company-info_with_url.xlsx,Capability
CAP_E854A9CC67E9,Capability,大型园区无人驾驶微循环巴士方案,大型园区无人驾驶微循环巴士方案,company-info_with_url.xlsx,Capability
CAP_82D1B896A5AE,Capability,L4级自主泊车量产产品,l4级自主泊车量产产品,company-info_with_url.xlsx,Capability
CAP_49490869BEF1,Capability,L3级高速自动驾驶量产合作技术,l3级高速自动驾驶量产合作技术,company-info_with_url.xlsx,Capability
IND_A3BE81F8A4A9,Industry,交通运输,交通运输,company-info_with_url.xlsx,Industry
IND_38589088257D,Industry,物流,物流,company-info_with_url.xlsx,Industry
IND_97BD5AA31875,Industry,汽车制造,汽车制造,company-info_with_url.xlsx,Industry
IND_FBFDE56D3131,Industry,共享出行。具体包括：机场,共享出行。具体包括：机场,company-info_with_url.xlsx,Industry
IND_D0E230C5C8D9,Industry,工厂,工厂,company-info_with_url.xlsx,Industry
IND_D765BF245C7C,Industry,港口,港口,company-info_with_url.xlsx,Industry
IND_B0BA8FC0EF75,Industry,汽车主机厂,汽车主机厂,company-info_with_url.xlsx,Industry
IND_F95B242E7CF7,Industry,公共交通,公共交通,company-info_with_url.xlsx,Industry
IND_BDB203EAFE52,Industry,大型园区。,大型园区。,company-info_with_url.xlsx,Industry
SCN_65F2639FAFDD,Scenario,1. 机场,1. 机场,company-info_with_url.xlsx,Scenario
SCN_FCF9FD385AE0,Scenario,工厂,工厂,company-info_with_url.xlsx,Scenario
SCN_670CEE339F2B,Scenario,港口无人驾驶电动物流拖车,港口无人驾驶电动物流拖车,company-info_with_url.xlsx,Scenario
SCN_A4DC76829997,Scenario,2. 乘用车,2. 乘用车,company-info_with_url.xlsx,Scenario
SCN_3E06B9AB3594,Scenario,共享出行全自动代客泊车,共享出行全自动代客泊车,company-info_with_url.xlsx,Scenario
SCN_977910D4669B,Scenario,3. 高速级自动驾驶,3. 高速级自动驾驶,company-info_with_url.xlsx,Scenario
SCN_894A306A56F8,Scenario,4. 城市公共出行,4. 城市公共出行,company-info_with_url.xlsx,Scenario
SCN_9AF253C132E8,Scenario,大型园区无人驾驶微循环巴士,大型园区无人驾驶微循环巴士,company-info_with_url.xlsx,Scenario
SCN_38995D54FBE2,Scenario,5. 无人巡逻。,5. 无人巡逻。,company-info_with_url.xlsx,Scenario
SUP_C0380AB97C8A,Supplier,汽车制造商（东风,汽车制造商（东风,company-info_with_url.xlsx,Supplier
SUP_ACCB34D15975,Supplier,五菱等）,五菱等）,company-info_with_url.xlsx,Supplier
SUP_A6B8B73D3AC4,Supplier,自动驾驶芯片供应商（地平线,自动驾驶芯片供应商（地平线,company-info_with_url.xlsx,Supplier
SUP_1B974D1E27F5,Supplier,黑芝麻）,黑芝麻）,company-info_with_url.xlsx,Supplier
SUP_610B0EB5CA80,Supplier,激光雷达供应商（速腾聚创,激光雷达供应商（速腾聚创,company-info_with_url.xlsx,Supplier
SUP_50DA42495156,Supplier,禾赛科技）,禾赛科技）,company-info_with_url.xlsx,Supplier
SUP_8FE9B5D09031,Supplier,线控底盘供应商,线控底盘供应商,company-info_with_url.xlsx,Supplier
DEM_A78E2E8B984C,DemandTag,基于其处于C轮融资阶段及量产合作拓展期,基于其处于c轮融资阶段及量产合作拓展期,company-info_with_url.xlsx,DemandTag
DEM_5E2BA9255EEA,DemandTag,可能最需要：1. 资金资源（用于技术迭代,可能最需要：1. 资金资源（用于技术迭代,company-info_with_url.xlsx,DemandTag
DEM_233E902BD58D,DemandTag,市场扩张）,市场扩张）,company-info_with_url.xlsx,DemandTag
DEM_48780BE00890,DemandTag,2. 产业资源（与更多主机厂,2. 产业资源（与更多主机厂,company-info_with_url.xlsx,DemandTag
DEM_2D11AC78FA9B,DemandTag,大型物流企业,大型物流企业,company-info_with_url.xlsx,DemandTag
DEM_493725FBD848,DemandTag,地方政府达成深度合作）,地方政府达成深度合作）,company-info_with_url.xlsx,DemandTag
DEM_567F78A2AAF8,DemandTag,3. 人才资源（高级研发与商业化人才）。,3. 人才资源（高级研发与商业化人才）。,company-info_with_url.xlsx,DemandTag
PROD_E0FC8D9DE912,Product,DIS-DR智能数字射线检测系统,dis-dr智能数字射线检测系统,company-info_with_url.xlsx,Product
PROD_A531AB086BFA,Product,DIH-SG智能检测工作台,dih-sg智能检测工作台,company-info_with_url.xlsx,Product
PROD_C573B3EB78E9,Product,Xpearl系列智能检测装备,xpearl系列智能检测装备,company-info_with_url.xlsx,Product
CAP_AE4E79E81FF5,Capability,人工智能机器视觉技术,人工智能机器视觉技术,company-info_with_url.xlsx,Capability
CAP_ADBCAC97E892,Capability,智能化数字射线检测系统（DIS-DR）,智能化数字射线检测系统（dis-dr）,company-info_with_url.xlsx,Capability
CAP_629212B4D29D,Capability,智能检测一体化工作台（DIH-SG）,智能检测一体化工作台（dih-sg）,company-info_with_url.xlsx,Capability
CAP_3B380EAB434F,Capability,智能检测装备Xpearl系列,智能检测装备xpearl系列,company-info_with_url.xlsx,Capability
CAP_45F7F23F490B,Capability,智能数字射线无损检测环境规划建设,智能数字射线无损检测环境规划建设,company-info_with_url.xlsx,Capability
CAP_8E6105CA0404,Capability,多模态AI检测平台DMAP,多模态ai检测平台dmap,company-info_with_url.xlsx,Capability
CAP_DC362C746667,Capability,融合跨平台多模态采集,融合跨平台多模态采集,company-info_with_url.xlsx,Capability
CAP_A439283D982C,Capability,高精度运动控制与自适应模型优化技术,高精度运动控制与自适应模型优化技术,company-info_with_url.xlsx,Capability
IND_C42AECD0BECF,Industry,航空,航空,company-info_with_url.xlsx,Industry
IND_F531C2AB1E0C,Industry,电子和汽车工业。,电子和汽车工业。,company-info_with_url.xlsx,Industry
SCN_D59F646C8388,Scenario,1. 金属焊缝与铸件智能无损检测,1. 金属焊缝与铸件智能无损检测,company-info_with_url.xlsx,Scenario
SCN_9FAFAC35CCA4,Scenario,2. 新能源汽车动力电池内部缺陷智能检测,2. 新能源汽车动力电池内部缺陷智能检测,company-info_with_url.xlsx,Scenario
SCN_84CD2C9727B9,Scenario,3. 外观尺寸与表面缺陷智能检测,3. 外观尺寸与表面缺陷智能检测,company-info_with_url.xlsx,Scenario
SCN_ACEE46ECBA91,Scenario,4. 高端制造客户数智化转型升级,4. 高端制造客户数智化转型升级,company-info_with_url.xlsx,Scenario
SCN_55E99ABBC82D,Scenario,5. 无损检测实验室智能化建设。,5. 无损检测实验室智能化建设。,company-info_with_url.xlsx,Scenario
CUS_E330BF05EDB7,Customer,海关总署,海关总署,company-info_with_url.xlsx,Customer
CUS_35456561DB98,Customer,北京冬奥组委,北京冬奥组委,company-info_with_url.xlsx,Customer
CUS_A4A5CE79D80D,Customer,建设银行,建设银行,company-info_with_url.xlsx,Customer
CUS_C2811CC8388F,Customer,北京银行,北京银行,company-info_with_url.xlsx,Customer
CUS_22822A255FBC,Customer,招商银行等多家城市银行及金融机构,招商银行等多家城市银行及金融机构,company-info_with_url.xlsx,Customer
CUS_65976857CBAF,Customer,新华社,新华社,company-info_with_url.xlsx,Customer
CUS_179DAB5FE12D,Customer,人民日报,人民日报,company-info_with_url.xlsx,Customer
CUS_690E68EBB7C3,Customer,央视,央视,company-info_with_url.xlsx,Customer
CUS_0E88CB26B1DA,Customer,中国日报等央媒,中国日报等央媒,company-info_with_url.xlsx,Customer
CUS_09886C2E3335,Customer,中科院等高校及科研院所,中科院等高校及科研院所,company-info_with_url.xlsx,Customer
CUS_5368A810D181,Customer,服务千余家客户,服务千余家客户,company-info_with_url.xlsx,Customer
SUP_C89FB56D6CBD,Supplier,工业相机供应商,工业相机供应商,company-info_with_url.xlsx,Supplier
SUP_E34E87A7A475,Supplier,GPU计算平台供应商,gpu计算平台供应商,company-info_with_url.xlsx,Supplier
DEM_F91B22820CB8,DemandTag,基于其处于天使轮及A轮融资阶段（网络信息）,基于其处于天使轮及a轮融资阶段（网络信息）,company-info_with_url.xlsx,DemandTag
DEM_DE42249960F8,DemandTag,且为秦创原总平台入股企业,且为秦创原总平台入股企业,company-info_with_url.xlsx,DemandTag
DEM_193EB6908ECC,DemandTag,当前最可能需要市场拓展资源,当前最可能需要市场拓展资源,company-info_with_url.xlsx,DemandTag
DEM_23AB0B158A9C,DemandTag,规模化生产资金以及高端制造领域的标杆客户资源。,规模化生产资金以及高端制造领域的标杆客户资源。,company-info_with_url.xlsx,DemandTag
PROD_EDC105D36A04,Product,纯固态芯片级激光雷达硬件,纯固态芯片级激光雷达硬件,company-info_with_url.xlsx,Product
PROD_903588B0AF22,Product,芯片及AI感知算法。1. 基于硅基光电芯片,芯片及ai感知算法。1. 基于硅基光电芯片,company-info_with_url.xlsx,Product
PROD_260254B21F76,Product,固态扫描,固态扫描,company-info_with_url.xlsx,Product
PROD_92B9E81C9DFC,Product,调频连续波（FMCW）相干探测和晶圆级光学等芯片技术的激光雷达。2. 纯固态大视场近场激光雷达D系列（Diversity Series）。3. 硅光FMCW 4D LiDAR（F系列）,调频连续波（fmcw）相干探测和晶圆级光学等芯片技术的激光雷达。2. 纯固态大视场近场激光雷达d系列（diversity series）。3. 硅光fmcw 4d lidar（f系列）,company-info_with_url.xlsx,Product
CAP_3168894CFDFB,Capability,纯固态芯片级激光雷达,纯固态芯片级激光雷达,company-info_with_url.xlsx,Capability
CAP_23C803BC8578,Capability,硅基光电芯片,硅基光电芯片,company-info_with_url.xlsx,Capability
CAP_497F3484C5A1,Capability,FMCW相干探测,fmcw相干探测,company-info_with_url.xlsx,Capability
IND_D811E5B934BF,Industry,自动驾驶及ADAS,自动驾驶及adas,company-info_with_url.xlsx,Industry
IND_5415FBE0178F,Industry,智能座舱,智能座舱,company-info_with_url.xlsx,Industry
IND_3E5028C06A65,Industry,智慧交通,智慧交通,company-info_with_url.xlsx,Industry
IND_02E586CD4C65,Industry,智慧物流,智慧物流,company-info_with_url.xlsx,Industry
IND_17F3CB39F8C8,Industry,AGV,agv,company-info_with_url.xlsx,Industry
IND_1C8702D26715,Industry,工业自动化。,工业自动化。,company-info_with_url.xlsx,Industry
SCN_D35F5BE1FCD1,Scenario,1. 无人驾驶（商用车到乘用车的自动驾驶及ADAS）。2. 物流量方,1. 无人驾驶（商用车到乘用车的自动驾驶及adas）。2. 物流量方,company-info_with_url.xlsx,Scenario
SCN_66E217EA0A2B,Scenario,分拣等。3. 工业自动化具体场景：无人矿卡协同卸料口动态跟踪,分拣等。3. 工业自动化具体场景：无人矿卡协同卸料口动态跟踪,company-info_with_url.xlsx,Scenario
SCN_8B0E2F090C63,Scenario,物料智能管理远距离体积测量,物料智能管理远距离体积测量,company-info_with_url.xlsx,Scenario
SCN_F31E8C538E91,Scenario,危险区域防护三维电子围栏。,危险区域防护三维电子围栏。,company-info_with_url.xlsx,Scenario
CUS_215C34A14E4D,Customer,某头部商用重卡厂商（L2+智能辅助驾驶量产定点）,某头部商用重卡厂商（l2+智能辅助驾驶量产定点）,company-info_with_url.xlsx,Customer
CUS_7B31205071E5,Customer,智能驾驶,智能驾驶,company-info_with_url.xlsx,Customer
CUS_EC60326771C5,Customer,智慧物流,智慧物流,company-info_with_url.xlsx,Customer
CUS_F63D942CC44F,Customer,工业自动化,工业自动化,company-info_with_url.xlsx,Customer
CUS_95851D1EC45F,Customer,机器人行业客户,机器人行业客户,company-info_with_url.xlsx,Customer
SUP_ADCF92B24E49,Supplier,硅光子芯片,硅光子芯片,company-info_with_url.xlsx,Supplier
SUP_EF5A004DB1FB,Supplier,激光器供应商,激光器供应商,company-info_with_url.xlsx,Supplier
DEM_CCC24E176A27,DemandTag,信息不足。根据其发展阶段（B,信息不足。根据其发展阶段（b,company-info_with_url.xlsx,DemandTag
DEM_B7432D3D156C,DemandTag,B+轮）和业务拓展情况,b+轮）和业务拓展情况,company-info_with_url.xlsx,DemandTag
DEM_F3BEBF16CB4D,DemandTag,可能需要的资源包括：市场拓展渠道,可能需要的资源包括：市场拓展渠道,company-info_with_url.xlsx,DemandTag
DEM_D93832BEF28F,DemandTag,规模化生产资金,规模化生产资金,company-info_with_url.xlsx,DemandTag
DEM_2281529C8ADE,DemandTag,特定行业（如车规）的认证支持,特定行业（如车规）的认证支持,company-info_with_url.xlsx,DemandTag
DEM_1FAD820F7DAD,DemandTag,高端人才等。,高端人才等。,company-info_with_url.xlsx,DemandTag
PROD_56E34209E838,Product,自研微结构光芯片,自研微结构光芯片,company-info_with_url.xlsx,Product
PROD_0B4FC80A1C57,Product,高精度3D视觉算法,高精度3d视觉算法,company-info_with_url.xlsx,Product
PROD_8A8DD0E8547C,Product,消费级3D扫描仪,消费级3d扫描仪,company-info_with_url.xlsx,Product
PROD_E0EBE3448794,Product,工业3D视觉产品与解决方案（如3D焊接产品）,工业3d视觉产品与解决方案（如3d焊接产品）,company-info_with_url.xlsx,Product
CAP_442E693BB2A7,Capability,自研微结构光芯片,自研微结构光芯片,company-info_with_url.xlsx,Capability
CAP_110C9480B025,Capability,高精度3D视觉算法,高精度3d视觉算法,company-info_with_url.xlsx,Capability
IND_47C6E4325DCB,Industry,医疗成像,医疗成像,company-info_with_url.xlsx,Industry
IND_6BE787AD97DD,Industry,元宇宙,元宇宙,company-info_with_url.xlsx,Industry
IND_99A15D60A675,Industry,3D打印,3d打印,company-info_with_url.xlsx,Industry
IND_3EC5385AA0F3,Industry,VR,vr,company-info_with_url.xlsx,Industry
IND_EA21FDFC1072,Industry,自动化焊接,自动化焊接,company-info_with_url.xlsx,Industry
IND_71E2ECFBEBC3,Industry,机器人视觉引导,机器人视觉引导,company-info_with_url.xlsx,Industry
SCN_D0632514BCDB,Scenario,3D打印,3d打印,company-info_with_url.xlsx,Scenario
SCN_95247739CAF9,Scenario,模型,模型,company-info_with_url.xlsx,Scenario
SCN_A5FA82BC55E8,Scenario,手工艺品等爱好者群体,手工艺品等爱好者群体,company-info_with_url.xlsx,Scenario
SCN_ECA635A85664,Scenario,专业设计师,专业设计师,company-info_with_url.xlsx,Scenario
SCN_2C899C92BD45,Scenario,工程师级爱好者,工程师级爱好者,company-info_with_url.xlsx,Scenario
SCN_8A956CE05D17,Scenario,小尺寸,小尺寸,company-info_with_url.xlsx,Scenario
SCN_906AE797F0FB,Scenario,复杂结构,复杂结构,company-info_with_url.xlsx,Scenario
SCN_CEEB09E7E8EE,Scenario,高精度建模和设计人群,高精度建模和设计人群,company-info_with_url.xlsx,Scenario
SCN_3C6AC7149286,Scenario,大物体,大物体,company-info_with_url.xlsx,Scenario
SCN_97E98CF2DE34,Scenario,VR,vr,company-info_with_url.xlsx,Scenario
SCN_4422E149025E,Scenario,AR设计,ar设计,company-info_with_url.xlsx,Scenario
