enterprise_id,enterprise_name,source_system,source_pk,last_sync_at
ENT_PG_280,西安吉利电子新材料股份有限公司,postgresql,280,2026-06-28 10:25:30.108861+00
ENT_PG_281,上海曦铂企业管理合伙企业（有限合伙）,postgresql,281,2026-06-28 10:25:30.108861+00
ENT_PG_282,杭州银湖激光科技有限公司,postgresql,282,2026-06-28 10:25:30.108861+00
ENT_PG_283,微纳感知（合肥）技术有限公司,postgresql,283,2026-06-28 10:25:30.108861+00
ENT_PG_284,致真存储（北京）科技有限公司,postgresql,284,2026-06-28 10:25:30.108861+00
ENT_PG_285,北京赛德美资源再利用研究院有限公司,postgresql,285,2026-06-28 10:25:30.108861+00
ENT_PG_286,深圳市光舟半导体技术有限公司,postgresql,286,2026-06-28 10:25:30.108861+00
ENT_PG_287,北京中科凡语科技有限公司,postgresql,287,2026-06-28 10:25:30.108861+00
ENT_PG_288,西安爱邦电磁技术有限责任公司,postgresql,288,2026-06-28 10:25:30.108861+00
ENT_PG_289,成都频岢微电子有限公司,postgresql,289,2026-06-28 10:25:30.108861+00
ENT_PG_290,中科视拓（北京）科技有限公司,postgresql,290,2026-06-28 10:25:30.108861+00
ENT_PG_291,成都空间矩阵科技有限公司,postgresql,291,2026-06-28 10:25:30.108861+00
ENT_PG_292,陕西雷神智能装备有限公司,postgresql,292,2026-06-28 10:25:30.108861+00
ENT_PG_293,中科微针（北京）科技有限公司,postgresql,293,2026-06-28 10:25:30.108861+00
ENT_PG_294,北京超维景生物科技有限公司,postgresql,294,2026-06-28 10:25:30.108861+00
ENT_PG_295,北京增强智能科技有限公司,postgresql,295,2026-06-28 10:25:30.108861+00
ENT_PG_296,武汉中科锐择光电科技有限公司,postgresql,296,2026-06-28 10:25:30.108861+00
ENT_PG_297,中科合肥煤气化技术有限公司,postgresql,297,2026-06-28 10:25:30.108861+00
ENT_PG_298,北京哲源科技有限责任公司,postgresql,298,2026-06-28 10:25:30.108861+00
ENT_PG_299,绍兴摄星智能科技有限公司,postgresql,299,2026-06-28 10:25:30.108861+00
ENT_PG_300,合肥琪锋光电科技有限公司,postgresql,300,2026-06-28 10:25:30.108861+00
ENT_PG_301,北京英飞智药科技有限公司,postgresql,301,2026-06-28 10:25:30.108861+00
ENT_PG_302,武汉翔明激光科技有限公司,postgresql,302,2026-06-28 10:25:30.108861+00
ENT_PG_303,北京智谱华章科技股份有限公司,postgresql,303,2026-06-28 10:25:30.108861+00
ENT_PG_304,中科搏锐（北京）科技有限公司,postgresql,304,2026-06-28 10:25:30.108861+00
ENT_PG_305,西安大衡天成信息科技有限公司,postgresql,305,2026-06-28 10:25:30.108861+00
ENT_PG_306,东莞市中科原子精密制造科技有限公司,postgresql,306,2026-06-28 10:25:30.108861+00
ENT_PG_307,北京中科海钠科技有限责任公司,postgresql,307,2026-06-28 10:25:30.108861+00
ENT_PG_308,北京微纳星空科技股份有限公司,postgresql,308,2026-06-28 10:25:30.108861+00
ENT_PG_309,西安羚控电子科技有限公司,postgresql,309,2026-06-28 10:25:30.108861+00
ENT_PG_310,南京隼眼电子科技有限公司,postgresql,310,2026-06-28 10:25:30.108861+00
ENT_PG_311,北京数起科技有限公司,postgresql,311,2026-06-28 10:25:30.108861+00
ENT_PG_312,北京中科闻歌科技股份有限公司,postgresql,312,2026-06-28 10:25:30.108861+00
ENT_PG_313,上海骥翀氢能科技有限公司,postgresql,313,2026-06-28 10:25:30.108861+00
ENT_PG_314,中科驭数（北京）科技有限公司,postgresql,314,2026-06-28 10:25:30.108861+00
ENT_PG_315,北京瑞莱智慧科技有限公司,postgresql,315,2026-06-28 10:25:30.108861+00
ENT_PG_316,西安蓝极医疗电子科技有限公司,postgresql,316,2026-06-28 10:25:30.108861+00
ENT_PG_317,北京四维纵横数据技术有限公司,postgresql,317,2026-06-28 10:25:30.108861+00
ENT_PG_318,中科元象（常州）智能装备有限公司,postgresql,318,2026-06-28 10:25:30.108861+00
ENT_PG_319,北京恩力动力控股有限公司,postgresql,319,2026-06-28 10:25:30.108861+00
ENT_PG_320,宁波未感半导体科技有限公司,postgresql,320,2026-06-28 10:25:30.108861+00
ENT_PG_321,北京国科天迅科技股份有限公司,postgresql,321,2026-06-28 10:25:30.108861+00
ENT_PG_322,包头中科轩达新能源科技有限公司,postgresql,322,2026-06-28 10:25:30.108861+00
ENT_PG_323,西安中科光电精密工程有限公司,postgresql,323,2026-06-28 10:25:30.108861+00
ENT_PG_324,南京控维通信科技有限公司,postgresql,324,2026-06-28 10:25:30.108861+00
ENT_PG_325,广州睿芯微电子有限公司,postgresql,325,2026-06-28 10:25:30.108861+00
ENT_PG_326,宁波时识科技有限公司,postgresql,326,2026-06-28 10:25:30.108861+00
ENT_PG_327,中科航星科技股份有限公司,postgresql,327,2026-06-28 10:25:30.108861+00
ENT_PG_328,安捷中科（北京）数据科技有限公司,postgresql,328,2026-06-28 10:25:30.108861+00
ENT_PG_329,西安唐晶量子科技有限公司,postgresql,329,2026-06-28 10:25:30.108861+00
ENT_PG_330,西湖制药（杭州）有限公司,postgresql,330,2026-06-28 10:25:30.108861+00
ENT_PG_331,北京视游互动科技有限公司,postgresql,331,2026-06-28 10:25:30.108861+00
ENT_PG_332,西安瑞峰光电技术有限公司,postgresql,332,2026-06-28 10:25:30.108861+00
ENT_PG_333,深圳大道半导体有限公司,postgresql,333,2026-06-28 10:25:30.108861+00
ENT_PG_334,西安中科飞图光电科技有限公司,postgresql,334,2026-06-28 10:25:30.108861+00
ENT_PG_335,西安中科微精光子科技股份有限公司,postgresql,335,2026-06-28 10:25:30.108861+00
ENT_PG_336,图迹科技有限公司,postgresql,336,2026-06-28 10:25:30.108861+00
ENT_PG_337,深圳游视虚拟现实技术有限公司,postgresql,337,2026-06-28 10:25:30.108861+00
ENT_PG_338,北京分享时代科技股份有限公司,postgresql,338,2026-06-28 10:25:30.108861+00
ENT_PG_339,深圳市中科微光医疗器械技术有限公司,postgresql,339,2026-06-28 10:25:30.108861+00
ENT_PG_340,西安知象光电科技有限公司,postgresql,340,2026-06-28 10:25:30.108861+00
ENT_PG_341,北京卓镭激光技术股份有限公司,postgresql,341,2026-06-28 10:25:30.108861+00
ENT_PG_342,北京九天微星科技发展有限公司,postgresql,342,2026-06-28 10:25:30.108861+00
ENT_PG_343,安徽爱观视觉科技有限公司,postgresql,343,2026-06-28 10:25:30.108861+00
ENT_PG_344,南京迈矽科微电子科技有限公司,postgresql,344,2026-06-28 10:25:30.108861+00
ENT_PG_345,意瑞半导体（上海）有限公司,postgresql,345,2026-06-28 10:25:30.108861+00
ENT_PG_346,上海拜安传感技术有限公司,postgresql,346,2026-06-28 10:25:30.108861+00
ENT_PG_347,北京天际友盟信息技术有限公司,postgresql,347,2026-06-28 10:25:30.108861+00
ENT_PG_348,无锡华瑛微电子技术有限公司,postgresql,348,2026-06-28 10:25:30.108861+00
ENT_PG_349,浙江澳威激光器件有限公司,postgresql,349,2026-06-28 10:25:30.108861+00
ENT_PG_350,西安睿控创合电子科技有限公司,postgresql,350,2026-06-28 10:25:30.108861+00
ENT_PG_351,驭势科技（北京）股份有限公司,postgresql,351,2026-06-28 10:25:30.108861+00
ENT_PG_352,江苏芯长征微电子集团股份有限公司,postgresql,352,2026-06-28 10:25:30.108861+00
ENT_PG_353,浙江赛思电子科技有限公司,postgresql,353,2026-06-28 10:25:30.108861+00
ENT_PG_354,西安新艾电气技术有限公司,postgresql,354,2026-06-28 10:25:30.108861+00
ENT_PG_355,湖南诠视传感技术有限公司,postgresql,355,2026-06-28 10:25:30.108861+00
ENT_PG_356,陕西省大数据集团有限公司,postgresql,356,2026-06-28 10:25:30.108861+00
ENT_PG_357,北京演绎科技有限公司,postgresql,357,2026-06-28 10:25:30.108861+00
ENT_PG_358,深圳劲芯微电子有限公司,postgresql,358,2026-06-28 10:25:30.108861+00
ENT_PG_359,北京鸿天融达信息技术有限公司,postgresql,359,2026-06-28 10:25:30.108861+00
ENT_PG_360,北京墨丘科技有限公司,postgresql,360,2026-06-28 10:25:30.108861+00
ENT_PG_361,西安赛富乐斯半导体科技有限公司,postgresql,361,2026-06-28 10:25:30.108861+00
ENT_PG_362,贵州数据宝网络科技有限公司,postgresql,362,2026-06-28 10:25:30.108861+00
ENT_PG_363,中研宏科（上海）智能科技股份有限公司,postgresql,363,2026-06-28 10:25:30.108861+00
ENT_PG_364,深圳瑞识科技股份有限公司,postgresql,364,2026-06-28 10:25:30.108861+00
ENT_PG_365,芯翼信息科技（上海）有限公司,postgresql,365,2026-06-28 10:25:30.108861+00
ENT_PG_366,本源量子计算科技（合肥）股份有限公司,postgresql,366,2026-06-28 10:25:30.108861+00
ENT_PG_367,眉山博雅新材料股份有限公司,postgresql,367,2026-06-28 10:25:30.108861+00
ENT_PG_368,杭州芯影科技有限公司,postgresql,368,2026-06-28 10:25:30.108861+00
ENT_PG_369,上海博动医疗科技股份有限公司,postgresql,369,2026-06-28 10:25:30.108861+00
ENT_PG_370,北京鹏钛科技有限公司,postgresql,370,2026-06-28 10:25:30.108861+00
ENT_PG_371,上海橙科微电子科技有限公司,postgresql,371,2026-06-28 10:25:30.108861+00
ENT_PG_372,北京智机科技有限公司,postgresql,372,2026-06-28 10:25:30.108861+00
ENT_PG_373,青岛本原微电子有限公司,postgresql,373,2026-06-28 10:25:30.108861+00
ENT_PG_374,科凯（南通）生命科学有限公司,postgresql,374,2026-06-28 10:25:30.108861+00
ENT_PG_375,比科奇微电子（杭州）有限公司,postgresql,375,2026-06-28 10:25:30.108861+00
ENT_PG_376,镇江海姆霍兹传热传动系统有限公司,postgresql,376,2026-06-28 10:25:30.108861+00
ENT_PG_377,杰夫微电子（四川）有限公司,postgresql,377,2026-06-28 10:25:30.108861+00
ENT_PG_378,广东致能半导体有限公司,postgresql,378,2026-06-28 10:25:30.108861+00
ENT_PG_379,杭州洛微科技有限公司,postgresql,379,2026-06-28 10:25:30.108861+00
ENT_PG_380,深圳惠牛科技有限公司,postgresql,380,2026-06-28 10:25:30.108861+00
ENT_PG_381,南京苗米科技有限公司,postgresql,381,2026-06-28 10:25:30.108861+00
ENT_PG_382,武汉新耐视智能科技有限责任公司,postgresql,382,2026-06-28 10:25:30.108861+00
ENT_PG_383,西安和其光电科技股份有限公司,postgresql,383,2026-06-28 10:25:30.108861+00
ENT_PG_384,苏州诺存微电子有限公司,postgresql,384,2026-06-28 10:25:30.108861+00
ENT_PG_385,优赋全球（北京）网络科技有限公司,postgresql,385,2026-06-28 10:25:30.108861+00
ENT_PG_386,北京中科智加科技有限公司,postgresql,386,2026-06-28 10:25:30.108861+00
ENT_PG_387,苏州纳飞卫星动力科技有限公司,postgresql,387,2026-06-28 10:25:30.108861+00
ENT_PG_388,中科慧远视觉技术（洛阳）股份有限公司,postgresql,388,2026-06-28 10:25:30.108861+00
ENT_PG_389,福州云工网络科技有限公司,postgresql,389,2026-06-28 10:25:30.108861+00
ENT_PG_390,江苏一影医疗设备有限公司,postgresql,390,2026-06-28 10:25:30.108861+00
ENT_PG_391,上海鲲游光电科技有限公司,postgresql,391,2026-06-28 10:25:30.108861+00
ENT_PG_392,江苏量点科技有限公司,postgresql,392,2026-06-28 10:25:30.108861+00
ENT_PG_393,江苏华生基因数据科技股份有限公司,postgresql,393,2026-06-28 10:25:30.108861+00
ENT_PG_394,上海艾匀信息科技有限公司,postgresql,394,2026-06-28 10:25:30.108861+00
ENT_PG_395,苏州原位芯片科技有限责任公司,postgresql,395,2026-06-28 10:25:30.108861+00
ENT_PG_396,中科物栖（南京）科技有限公司,postgresql,396,2026-06-28 10:25:30.108861+00
ENT_PG_397,宁波天擎航天科技有限公司,postgresql,397,2026-06-28 10:25:30.108861+00
ENT_PG_398,江苏鲁汶仪器股份有限公司,postgresql,398,2026-06-28 10:25:30.108861+00
ENT_PG_399,北京天科合达半导体股份有限公司,postgresql,399,2026-06-28 10:25:30.108861+00
ENT_PG_400,北京星空年代通信技术有限公司,postgresql,400,2026-06-28 10:25:30.108861+00
ENT_PG_401,西安浩元航空科技有限公司,postgresql,401,2026-06-28 10:25:30.108861+00
ENT_PG_402,西安全谱红外技术有限公司,postgresql,402,2026-06-28 10:25:30.108861+00
ENT_PG_403,北京梦之墨科技有限公司,postgresql,403,2026-06-28 10:25:30.108861+00
ENT_PG_404,西安必盛激光科技有限公司,postgresql,404,2026-06-28 10:25:30.108861+00
ENT_PG_405,西安金藏膜环保科技有限公司,postgresql,405,2026-06-28 10:25:30.108861+00
ENT_PG_406,苏州博萃循环科技有限公司,postgresql,406,2026-06-28 10:25:30.108861+00
ENT_PG_407,芯朴科技（上海）有限公司,postgresql,407,2026-06-28 10:25:30.108861+00
ENT_PG_408,杭州中科极光科技有限公司,postgresql,408,2026-06-28 10:25:30.108861+00
ENT_PG_409,南京昕瑞再生医药科技有限公司,postgresql,409,2026-06-28 10:25:30.108861+00
ENT_PG_410,苏州泽辉生物科技有限公司,postgresql,410,2026-06-28 10:25:30.108861+00
ENT_PG_411,聚时科技（上海）有限公司,postgresql,411,2026-06-28 10:25:30.108861+00
ENT_PG_412,中科振声（苏州）电子科技有限公司,postgresql,412,2026-06-28 10:25:30.108861+00
ENT_PG_413,北京佰为深科技发展有限公司,postgresql,413,2026-06-28 10:25:30.108861+00
ENT_PG_414,南京荣骏科技发展有限公司,postgresql,414,2026-06-28 10:25:30.108861+00
ENT_PG_415,上海擎茂微电子科技有限公司,postgresql,415,2026-06-28 10:25:30.108861+00
ENT_PG_416,上海迈铸半导体科技有限公司,postgresql,416,2026-06-28 10:25:30.108861+00
ENT_PG_417,赛先文化发展（上海）有限公司,postgresql,417,2026-06-28 10:25:30.108861+00
ENT_PG_418,北京中科银河芯科技有限公司,postgresql,418,2026-06-28 10:25:30.108861+00
ENT_PG_419,北京声加科技有限公司,postgresql,419,2026-06-28 10:25:30.108861+00
ENT_PG_420,广东阿达半导体设备股份有限公司,postgresql,420,2026-06-28 10:25:30.108861+00
ENT_PG_421,深圳深信生物科技有限公司,postgresql,421,2026-06-28 10:25:30.108861+00
ENT_PG_422,西安中科立德红外科技有限公司,postgresql,422,2026-06-28 10:25:30.108861+00
ENT_PG_423,迅芯微电子（苏州）股份有限公司,postgresql,423,2026-06-28 10:25:30.108861+00
ENT_PG_424,浙江迅实科技有限公司,postgresql,424,2026-06-28 10:25:30.108861+00
ENT_PG_425,北京摩尔芯光科技有限公司,postgresql,425,2026-06-28 10:25:30.108861+00
ENT_PG_426,中科宇航技术股份有限公司,postgresql,426,2026-06-28 10:25:30.108861+00
ENT_PG_427,浙江启尔机电技术有限公司,postgresql,427,2026-06-28 10:25:30.108861+00
ENT_PG_428,果栗智造（上海）技术股份有限公司,postgresql,428,2026-06-28 10:25:30.108861+00
ENT_PG_429,西安奇芯光电科技有限公司,postgresql,429,2026-06-28 10:25:30.108861+00
ENT_PG_430,西安西部新锆科技股份有限公司,postgresql,430,2026-06-28 10:25:30.108861+00
ENT_PG_431,西安中科华芯测控有限公司,postgresql,431,2026-06-28 10:25:30.108861+00
ENT_PG_432,湖南二零八先进科技有限公司,postgresql,432,2026-06-28 10:25:30.108861+00
ENT_PG_433,长光卫星技术股份有限公司,postgresql,433,2026-06-28 10:25:30.108861+00
ENT_PG_434,北京四象爱数科技有限公司,postgresql,434,2026-06-28 10:25:30.108861+00
ENT_PG_435,华芯（珠海）半导体有限公司,postgresql,435,2026-06-28 10:25:30.108861+00
ENT_PG_436,浙江扬铭科技发展有限公司,postgresql,436,2026-06-28 10:25:30.108861+00
ENT_PG_437,西安奇点能源股份有限公司,postgresql,437,2026-06-28 10:25:30.108861+00
ENT_PG_438,北京大禹智芯科技有限公司,postgresql,438,2026-06-28 10:25:30.108861+00
ENT_PG_439,苏州山河光电科技有限公司,postgresql,439,2026-06-28 10:25:30.108861+00
ENT_PG_440,安徽中科引力科技有限公司,postgresql,440,2026-06-28 10:25:30.108861+00
ENT_PG_441,艾可萨科技（成都）有限公司,postgresql,441,2026-06-28 10:25:30.108861+00
ENT_PG_442,北京江河惠远科技有限公司,postgresql,442,2026-06-28 10:25:30.108861+00
ENT_PG_443,深圳纳诺特科技有限公司,postgresql,443,2026-06-28 10:25:30.108861+00
ENT_PG_444,陕西源杰半导体科技股份有限公司,postgresql,444,2026-06-28 10:25:30.108861+00
ENT_PG_445,华科超能（北京）能源科技有限公司,postgresql,445,2026-06-28 10:25:30.108861+00
ENT_PG_446,四川思创激光科技有限公司,postgresql,446,2026-06-28 10:25:30.108861+00
ENT_PG_447,深圳市迪威码半导体有限公司,postgresql,447,2026-06-28 10:25:30.108861+00
ENT_PG_448,江苏方霖动力科技有限公司,postgresql,448,2026-06-28 10:25:30.108861+00
ENT_PG_449,无锡安科迪智能技术有限公司,postgresql,449,2026-06-28 10:25:30.108861+00
ENT_PG_450,瑶芯微（上海）电子科技股份有限公司,postgresql,450,2026-06-28 10:25:30.108861+00
ENT_PG_451,彗晶新材料科技（杭州）有限公司,postgresql,451,2026-06-28 10:25:30.108861+00
ENT_PG_452,重庆中科超容科技有限公司,postgresql,452,2026-06-28 10:25:30.108861+00
ENT_PG_453,安徽盟维新能源科技有限公司,postgresql,453,2026-06-28 10:25:30.108861+00
ENT_PG_454,青岛中科国晟动力科技有限公司,postgresql,454,2026-06-28 10:25:30.108861+00
ENT_PG_455,北京卓翼智能科技有限公司,postgresql,455,2026-06-28 10:25:30.108861+00
ENT_PG_456,上海复享光学股份有限公司,postgresql,456,2026-06-28 10:25:30.108861+00
ENT_PG_457,上海全澜科技有限公司,postgresql,457,2026-06-28 10:25:30.108861+00
ENT_PG_458,嘉兴德毅新材料有限公司,postgresql,458,2026-06-28 10:25:30.108861+00
ENT_PG_459,绍兴埃瓦科技有限公司,postgresql,459,2026-06-28 10:25:30.108861+00
ENT_PG_460,渭南印象认知技术有限公司,postgresql,460,2026-06-28 10:25:30.108861+00
ENT_PG_461,科泰思创新技术（江苏）股份有限公司,postgresql,461,2026-06-28 10:25:30.108861+00
ENT_PG_462,厦门钜瓷科技有限公司,postgresql,462,2026-06-28 10:25:30.108861+00
ENT_PG_463,雨树光科（深圳）有限公司,postgresql,463,2026-06-28 10:25:30.108861+00
ENT_PG_464,北京诺福熙基因科技有限公司,postgresql,464,2026-06-28 10:25:30.108861+00
ENT_PG_465,北京龙知远科技发展有限公司,postgresql,465,2026-06-28 10:25:30.108861+00
ENT_PG_466,北京极光星通科技有限公司,postgresql,466,2026-06-28 10:25:30.108861+00
ENT_PG_467,苏州亿铸智能科技有限公司,postgresql,467,2026-06-28 10:25:30.108861+00
ENT_PG_468,安徽绿舟科技有限公司,postgresql,468,2026-06-28 10:25:30.108861+00
ENT_PG_469,中科酷原科技（武汉）有限公司,postgresql,469,2026-06-28 10:25:30.108861+00
ENT_PG_470,浙江众凌科技有限公司,postgresql,470,2026-06-28 10:25:30.108861+00
ENT_PG_471,北京方硕复合材料技术有限公司,postgresql,471,2026-06-28 10:25:30.108861+00
ENT_PG_472,北京微动时空科技有限公司,postgresql,472,2026-06-28 10:25:30.108861+00
ENT_PG_473,深圳扑浪量子半导体有限公司,postgresql,473,2026-06-28 10:25:30.108861+00
ENT_PG_474,中科合成油技术股份有限公司,postgresql,474,2026-06-28 10:25:30.108861+00
ENT_PG_475,北京拓领博泰生物科技有限公司,postgresql,475,2026-06-28 10:25:30.108861+00
ENT_PG_476,陕西道博新材科技有限公司,postgresql,476,2026-06-28 10:25:30.108861+00
ENT_PG_477,合肥天港免疫药物有限公司,postgresql,477,2026-06-28 10:25:30.108861+00
ENT_PG_478,镭神技术（深圳）股份有限公司,postgresql,478,2026-06-28 10:25:30.108861+00
ENT_PG_479,奇异摩尔（衢州）集成电路设计有限公司,postgresql,479,2026-06-28 10:25:30.108861+00
ENT_PG_480,上海碳际实业集团有限公司,postgresql,480,2026-06-28 10:25:30.108861+00
