id:ID,label,name,source_file,row_no,:LABEL,core_technology,technology_maturity,possible_scenarios,business_model,delivery_capability,certification_ip,founder_team_and_gap,recent_revenue_profit,competition_and_diff,match_level,website_url
ENT_79ECAA04F04D,Enterprise,上海亿铸智能科技有限公司,company-info_with_url.xlsx,391,Enterprise,存算一体AI推理芯片，采用存算一体超异构架构，结合新型存储器（如ReRAM）与Chiplet架构，通过全数字化芯片设计，实现高能效比、大算力的AI大算力芯片。已成功回片点亮首颗高精度、低功耗存算一体AI大算力POC芯片。,已完成首颗POC芯片回片点亮，能效比表现超出传统架构AI芯片平均性能10倍以上。技术处于从研发验证向产品化推进阶段。,AI推理服务器、数据中心、边缘计算、自动驾驶域控制器等需要高能效AI算力的场景。,芯片设计公司，通过研发和销售AI算力芯片及解决方案盈利。,芯片设计完成并点亮，具体产品量产和交付时间暂无公开信息。,2023硬科技新锐之星TOP20；第四届毕马威中国‘芯科技’新锐企业50强榜单；2023年度最具潜力人工智能技术企业奖；2023中国AI算力领域最具商业潜力榜。,CEO熊大鹏博士：半导体行业30余年经验，曾任职Wave Computing中国区总经理，兼具技术、投资和产业背景。SOC研发VP伍骏：20余年半导体经验，曾任SiFive高级技术总监，在CPU、SOC、AI芯片等领域有研发管理经验。短板：公司成立于2020年，相对年轻，产品尚未大规模商业化落地；面临与传统GPU厂商及新兴AI芯片公司的竞争。,暂无公开信息。,竞对：英伟达（GPU）、寒武纪、地平线等AI芯片公司。技术差异：采用存算一体架构（尤其是结合ReRAM），主打超高能效比（宣称超传统架构10倍以上），通过全数字化设计和Chiplet架构追求更大算力发展空间和性价比。,未匹配,https://yizhu-tech.com/
ENT_B822FF1A4BEE,Enterprise,佛山纳诺特科技有限公司,company-info_with_url.xlsx,392,Enterprise,核心技术/,已实现量产，拥有系统的专业积累和量产线设计能力，产品已进入应用阶段。,军用领域的可见光透明相关应用（具体场景未详细说明）。,研发、生产、销售一体化。,拥有卷绕式磁控溅射量产线设计及生产能力，具备产品交付基础。,科技型中小企业；第十届中国创新创业大赛优秀企业（初创组）；核心团队拥有光电材料授权发明专利百余项，公司拥有专利26项；进出口资质1项；行政许可12项,**创始团队**：创始人宋伟杰博士（法定代表人/负责人，中科院宁波材料所研究员，博士生导师，拥有丰富技术研发和产业化经验，曾任上市公司董事）；联合创始人李洪轲（熟悉资本运作、财务、市场营销，有海外上市经验）。 **短板**：公司规模信息存在不一致（有5人、50-99人、社保人数21人等不同说法），作为初创公司，其市场开拓能力和规模化生产交付能力有待进一步验证。,,竞对信息：暂无具体竞对名称。技术差异：公司专注于基于卷绕式磁控溅射技术的柔性纳米功能薄膜平台型技术，材料选择灵活，利于与下游不同应用产品兼容，在柔性透明导电膜等细分领域具备技术积累。,未匹配,
ENT_368B3D664A56,Enterprise,中储国能（北京）技术有限公司,company-info_with_url.xlsx,393,Enterprise,百兆瓦级先进压缩空气储能系统，包括1.5MW、10MW及100MW先进压缩空气储能示范系统。核心产品是大规模新型压缩空气储能系统。,高。已建成国际首套1.5MW、10MW及100MW先进压缩空气储能示范系统，并于2021年建成投运全球首个100MW先进压缩空气储能电站示范工程并顺利并网。2022年开始建设山东肥城300MW盐穴先进压缩空气储能电站。,同上，主要聚焦于大规模、长时储能应用场景。,电站投资和运营、核心装备制造、工程实施。具备研发、设计、制造、工程实施及电站投资运营全套能力。,具备百兆瓦级先进压缩空气储能系统研发、设计，核心装备制造、工程实施，以及电站投资和运营全套能力。已成功交付并投运100MW级项目。,高新技术企业。获得第49届日内瓦国际发明展金奖、联合国全球可再生能源领域最具投资价值“蓝天奖”、北京市科学技术一等奖、北京市技术发明一等奖、《麻省理工科技评论》“50家聪明公司”、腾讯第三届“科学探索奖”等20余项国内外大奖。依托中科院工程热物理所（压缩空气储能领域内论文及专利总数全球第一）。,创始人陈海生博士，中科院工程热物理所所长、国家杰青、储能研发中心主任，国际压缩空气储能领域杰出科学家。研发团队160余人，产业化团队200余人。短板：PDF及网络信息未明确提及公司短板。,暂无。PDF及网络信息未披露具体财务数据。,海外主要竞争对手：英国Highview公司（液态空气储能）、美国SustainX公司（等温压缩）、美国General Compression公司（蓄热式）。国内主要竞争对手：佑赛科技（技术源于清华大学卢强院士团队）、中能建数（专注于300兆瓦级技术攻关）、嘉泰新能（华北电力大学团队）。技术差异：公司依托中科院工程热物理所，在压缩空气储能领域论文及专利总数全球第一，已建成国际领先的百兆瓦级示范项目并实现70.2%的设计效率，规模与效率国际领先。,未匹配,https://www.caes.store/
ENT_B0592032ED05,Enterprise,西安奇点能源科技有限公司,company-info_with_url.xlsx,394,Enterprise,能量块(eBlock)、能量链(eLink)、能量云(eMind)三大核心产品构成的3e分布式能量块储能系统方案；储能变流器(PCS)、电池管理系统(BMS)、能量管理系统软件(EMS)的研发与集成技术。,产品已商业化应用，核心产品“智慧能量块eBlock”已发布并推向市场，公司为高新技术企业，技术处于规模化应用阶段。,电力紧缺地区的持续供电、大规模清洁能源接入与消纳、分布式储能网络。,作为储能系统集成商，向用户提供包含核心设备及软件的一站式解决方案。,具备储能系统产品的研发、集成和交付能力，产品已实现模块化（“智慧能量块eBlock”），支持即插即用，暗示具备标准化产品交付能力。,高新技术企业(2024年)、瞪羚企业(2025年)；创始人及团队拥有发明专利23项；曾获中国机械工业科技进步二等奖2次。,创始人刘伟增博士为西安交通大学博士、高级工程师，拥有15年清洁能源和电力电子行业经验，曾任职香港上市公司高管，成功创业经历丰富；技术团队依托西安交通大学，由电力电子技术专家和资深工程师联合创立。短板：原文未明确提及公司短板。,暂无（原文及网络信息均未披露具体财务数据）。,暂无（原文未明确列出竞争对手及具体技术差异）。公司定位为“新一代分布式储能引领者”，主打模块化、产品化的“能量块”储能系统解决方案，强调极致安全、高效可靠、智能友好、即插即用。,未匹配,https://www.jdenergy.com/cn/
ENT_CB1FB8EF793A,Enterprise,西安中科深度生态环境科技有限责任公司,company-info_with_url.xlsx,395,Enterprise,专注用前沿科技及大数据分析为行业提供专业生态数据服务和综合解决方案,,自然生态保护行业前沿技术研究及技术推广,,,高新技术企业、科技型中小企业、A级纳税人(2022),法定代表人：纪文利；成员信息4人；具体团队背景及短板暂无,,,未匹配,http://www.xasst.cn/
ENT_86D74BA5BEF4,Enterprise,西安立芯光电科技有限公司,company-info_with_url.xlsx,396,Enterprise,半导体激光芯片、高功率半导体激光器、8XX系列、9XX系列、650nm红光系列,已获B轮融资，产品已形成系列化,,国有控股高新技术企业，从事研发、生产和销售,,国家高新技术企业、国家知识产权优势企业、省级专精特新企业、瞪羚企业,创始人李波，由陕西投资集团（或陕西能源）新兴产业发展有限公司、西安高新技术产业风险投资有限责任公司、西安中科光机投资控股有限公司联合出资成立。短板信息暂无。,,,未匹配,
ENT_A07154165AB8,Enterprise,和超⾼装（中⼭）科技有限公司,company-info_with_url.xlsx,397,Enterprise,超导腔等高端装备核心部件的精密加工解决方案，具体包括超导腔加工（涉及微小零件冲压、机加、矫形、电子束焊接、纳米级表面处理）以及基于特种焊接优势的高端零部件数控精密机加、特种工艺处理、部组件装配全流程业务。,技术已进入产业化阶段。公司由哈工大机器人集团与哈工大先进焊接与连接实验室（焊接领域唯一国家重点实验室）超导腔团队联合创立，拥有成熟的技术来源和团队。产品（如超导腔）已具备加工能力，一期产业园项目已于2022年7月封顶，Pre-A轮融资将用于扩建产能。,1. 核能领域小型反应堆壳体等部件的制造（据融资用途提及）。2. 航空航天、国防等领域的特种焊接与精密部件加工。3. 其他高端装备中复杂结构件的全流程制造。,高新技术产品研发、制造与销售，提供精密加工解决方案。作为哈工大产业化输出项目，具备产学研合作背景。,具备“数控精密机加、特种工艺处理、部组件装配”全流程业务能力。一期产业园正在建设中，产能处于扩建阶段。具体交付周期与规模暂无信息。,高新技术企业、广东省专精特新中小企业、广东省创新型中小企业、科技型中小企业（网络信息补充）、多项实用新型专利证书、长城（天津）质量保证中心质量管理体系认证证书。曾获1999年国家科技进步二等奖、2002年国防科技进步一等奖。,核心团队技术背景强，但管理及市场背景相对单一。优势：董事长何景山为哈工大教授、博导，拥有国防科技奖项及重大航天项目（神七舱外宇航服用水升华器）经验；副总经理鲁文哲拥有焊接生产线设计及工程项目管理经验；财务法务总监何琳拥有清华经管金融背景。短板：公开信息中，核心团队主要来自哈工大及传统工业领域，缺乏明显的市场化、规模化运营及跨领域商业拓展背景。法定代表人张忠伟（网络信息）未在核心团队介绍中出现，可能存在治理或团队衔接信息不完整。,暂无。PDF及网络搜索结果均未披露具体财务数据。公司处于Pre-A轮融资及产能建设阶段。,暂无。PDF原文及网络信息均未提及直接竞争对手及具体技术差异。其技术壁垒在于依托哈工大国家重点实验室的特种焊接及超导腔精密加工全流程工艺，属于高度专业化的细分领域。,未匹配,
ENT_F7608114F272,Enterprise,华芯半导体科技有限公司,company-info_with_url.xlsx,398,Enterprise,垂直腔面发射激光器（VCSEL）芯片，包括用于光通信的850nm 10G/25G/56G PAM4/112G PAM4 VCSEL芯片，以及用于3D感测的940nm VCSEL结构光芯片、850nm及940nm VCSEL TOF芯片。拥有全流程、完整、独立的化合物半导体光电子芯片IDM生产线。,高。10G、25G VCSEL芯片已实现量产销售；56G PAM4 VCSEL芯片已于2023年开始大批量出货；112G PAM4 VCSEL芯片正在开发中，预计2024年量产。25G产品已通过国内多家模块厂和系统厂商的可靠性测试。,消费电子（如手机面部识别）、汽车（激光雷达、车灯）、医疗、工业等新兴领域。,IDM（垂直整合制造）模式，集芯片设计、制造、封测、销售于一体。同时在建化合物半导体代工平台。,拥有全流程、完整、独立的芯片生产线，产品涵盖从2.5G到25G的VCSEL芯片，具备批量供货能力。25G产品于2022年Q1开始大批量供货，56G产品于2023年开始大批量出货。,高新技术企业（推断，官网有“科技型中小企业”信息）、江苏省首批前沿科技研发计划项目、25G VCSEL芯片获CFCF2020“2020年度创新产品奖”。拥有自主知识产权VCSEL芯片产品。,核心团队：董事长彭灵勇（法学博士，拥有金融、投资、并购经验）；总经理肖小洪（分管销售，MBA，有贸易背景）；生产副总经理李军（硕士，凝聚态物理专业，拥有11年化合物半导体激光芯片生产及建厂经验）。短板：销售负责人非技术背景，跨界较大；团队技术核心（如首席科学家）信息未充分披露。,暂无具体数据。已知公司累计投入超过5亿元建立产线，并已完成多轮融资。,国际竞对：博通（Broadcom）、II-VI（现为Coherent）、索尼（Sony）。国内竞对：暂无明确提及。技术差异：公司是全球第四家、国内唯一一家以IDM模式量产供应25G VCSEL芯片的公司；也是全球第三家、国内唯一一家以IDM模式量产供应56G PAM4 VCSEL芯片的公司，旨在解决国内光通信行业高端VCSEL激光器“卡脖子”问题。,未匹配,
ENT_3CCA5EDACC91,Enterprise,矽典微电子（上海）有限公司,company-info_with_url.xlsx,399,Enterprise,高性能无线射频技术及相关芯片产品，专注于无线射频芯片研发,,,,,高新技术企业，科技型中小企业,创始团队凝聚了来自海内外平台的技术专家，具体短板暂无,,,未匹配,
ENT_8D22CE90085A,Enterprise,北京清晟智控科技有限公司,company-info_with_url.xlsx,400,Enterprise,首创国产IPT（Information Pipe Technology）技术，即智慧能源系统底层智能物联网分布式测控技术,已完成标准产品，并已应用于多个示范项目（如聊城城南污水处理厂虚拟电厂项目、国电网浙江电科院无人变电站示范平台项目），技术已进入应用阶段。,其他需要数字化、智能化、高可靠性测控的新能源应用场景，如储能系统、综合能源管理、工业物联网等。,提供创新型的测控产品和解决方案，销售标准软硬件系统及定制化解决方案。,具备产品开发和项目交付能力，技术优势包括：代码开发减少80%、现场施工周期缩短70%。,清华大学技术转移院重点推广项目。拥有自主可控的国产IPT技术。具体资质证书信息暂无。,创始团队：由清华大学皮越洋博士团队发起。短板：暂无明确信息。,暂无信息。,竞对：暂无直接竞对信息。技术差异：其核心技术IPT为国内首创，特点是去中心、系统架构逻辑简单、设备底层互联互动，能显著降低开发成本、施工周期和硬件成本。,未匹配,
ENT_521A1985B64D,Enterprise,广州力及星热管理科技有限公司,company-info_with_url.xlsx,401,Enterprise,电子工程设计服务；信息电子技术服务,,,,,高新技术企业，科技型中小企业。,项目负责人：岳腾；项目成员：侯文鹏、卢小保；责任合伙人：袁博。具体背景及短板暂无。,,,未匹配,
ENT_1E413FFDB929,Enterprise,上海格科思航天科技有限公司,company-info_with_url.xlsx,402,Enterprise,卫星遥感数据处理、软件开发、光通信设备制造、导航终端制造、高性能纤维及复合材料制造、专业设计服务、卫星遥感应用系统,已获A轮及A+轮融资，产品/技术处于商业化应用阶段,千帆星座计划（商业卫星星座）、各类商业航天载荷与系统,技术研发、产品制造与销售、专业服务（技术咨询、设计服务）,,,创始人：曹金。投资机构责任合伙人：米磊；项目负责人：王柏凯；项目成员：王宜恒、鲁创普之。团队背景信息不足，具体技术及管理短板暂无,,,未匹配,
ENT_0523A88E76F0,Enterprise,西安澳威星激光器件有限公司,company-info_with_url.xlsx,403,Enterprise,激光器、PLC、C/DWDM、无热/有热AWG等光学器件，提供光学产品设计的定制、样品、小批量生产和量产服务,正在运营，提供定制化产品及量产服务，技术已实现商业化应用,光模块、传感、半导体光电芯片等领域,研发生产商，提供定制设计、样品、小批量及量产服务,具备样品、小批量生产和量产服务能力,,团队信息不详；短板可能包括市场知名度、规模扩张能力等（原文未明确提及）,,,未匹配,
ENT_976F52DAD74D,Enterprise,"Lightelligence,Inc",company-info_with_url.xlsx,404,Enterprise,AI光学芯片，基于光子电路技术加速信息处理，使用光子进行计算和信号传输。,初创阶段，已完成种子轮融资，技术处于研发阶段。,AI计算加速、数据中心、特殊用途计算硬件。,硬件研发与销售，技术授权（推测）。,,,团队信息不足。短板可能包括技术商业化经验、大规模生产能力和市场拓展。,,竞对包括传统电子AI芯片公司（如英伟达）及其他光学计算初创公司。技术差异在于使用光子替代电子进行计算，理论上具有速度更快、能耗更低的潜力。,未匹配,
ENT_B7DF33B1177B,Enterprise,中科精致,company-info_with_url.xlsx,405,Enterprise,一体式微模块数据中心创新解决方案，用于智能算力分中心建设。,,各类数字基础设施、数据中心、云计算中心建设。,数据中心建设解决方案供应商。,,,责任董事：林佳亮；项目负责人：成科泊瀚；项目成员：陈思喆。团队具体背景及短板暂无。,,,未匹配,
ENT_F1ACF988031F,Enterprise,碳际科技（嘉兴）有限公司,company-info_with_url.xlsx,406,Enterprise,气体扩散层和高性能碳材料，具体包括燃料电池和制氢电池用的炭纸和气体扩散层。,具备完善的全自主研发与制造能力，产品已进入产业化阶段，旨在打破国外厂商垄断。,,硬科技企业，通过自主研发与制造，向能源电池领域客户提供高性能材料产品。,可满足客户对产品各种尺寸、各种形态的技术要求与质量要求。,,,,国外厂商（具体名称未提及），技术差异在于碳际科技致力于打破国外厂商在气体扩散层等关键材料领域的垄断。,未匹配,
ENT_F07D45679926,Enterprise,AlignBase,company-info_with_url.xlsx,407,Enterprise,AI OS（企业级AI操作系统），包括AI Infra（多层次算力基础设施）、MaaS（模型即服务平台）、OS UI（用户交互界面）、生产要素建模工具、持续优化工具、模型训练工具；行业数据增强方案；Level 3学习新范式（企业生产流程建模与自动优化）。,L3（可系统地建立起产业规模落地能力），当前模型基础性能仍有进一步提升空间以适应泛产业化落地；2025年将是Agent元年，但多以在现有感知能力或者标准化API的基础上进行研究和落地；需要一套全新的方法论来构建Agent自动构建能力。,AI能自主规划任务流程，调用外部工具（如搜索、操作计算机），并协调多智能体协作；AI具备人类水平的通用智能，可适应多样化场景，并与社会系统深度融合；通过工具包重组和优化，新建组合，重塑产业格局。,针对中小型企业：按照交付方案的license收费；针对大型企业（包括大型央国企、上市公司）：按客户增效后新增利润比例抽成。,提供端到端AI应用转型与落地服务；基于AI OS的标准化软件交付；提供云化服务、私有化服务、一体机、中小集群、超大集群等多种部署模式；未来18个月计划实现1-3家业务落地交付，进而实现10家业务复制性交付。,,核心团队包括戴宗宏（零一万物联合创始人&AI Infra技术VP，前华为云AI CTO）、赵旭、张娇、龙俊洁、武方健、胡峰、李皓辰、姚凌晓、Yanyuan Qin等，成员多来自华为、阿里巴巴、百度、微软、旷视、AMD、字节跳动等公司，具备AI Infra、产品、数据、技术、商业等背景。短板：PDF中未明确提及团队短板。,,,未匹配,
ENT_60E5C83611D8,Enterprise,北京中航技,company-info_with_url.xlsx,408,Enterprise,高分子弹性膜真空运载盒（膜盒）、高端UV减粘膜、ABF基板堆积膜（替代材料）、LCP粘接胶、环氧电子灌封/塑封胶,,,,,发明专利、实用新型专利、商标,实控人管理能力出众，团队技术实力雄厚，搭配合理、磨合到位，过往成绩建立了信任和信心，务实的产品开发策略，追求卓越、志存高远；团队不足：化学工程团队短缺，高端商务资源不足,,,未匹配,
ENT_E1C70C299461,Enterprise,复安能源,company-info_with_url.xlsx,409,Enterprise,安全水系电池（锌基水系电池），基于介孔材料技术，具备不燃烧、不爆炸、环保、超温宽、高功率等特点,已完成百公斤级中试，签订材料采购合同，拥有软包/圆柱/方形有机/水系电池生产线，产品完成小试-中试，进入示范线阶段,高能量密度动力场景、高功率密度应急场景、长循环储能场景（如削峰填谷与风光电配储）,产业项目投资建设（与阳江市交投集团合作），技术开发合作,计划建设年产5GWh锌离子电池生产基地（总投资约30亿元，用地约500亩），目前拥有产能超5GWh锌基电池产线（业界头部）,申请国家发明专利（其中7项授权，含2项国际专利），拥有自有知识产权,首席科学家为赵东元院士（中国科学院院士，国际介观结构材料协会主席），水系电池团队由晁栋梁教授领导（33人，包括教授、副研究员、博士后、博士生、硕士生）。短板信息暂无,,传统水系电池（能量密度低于60 Wh/kg，循环寿命小于500圈，充电时间大于5小时）；锂离子电池（易燃易爆有机电解液，锂资源依赖进口）。复安能源锌基电池能量密度达110-140 Wh/kg，循环2000圈以上，安全不燃爆，成本低，资源丰富,未匹配,
ENT_6A0DE763AC36,Enterprise,西安威孚半导体材料有限公司,company-info_with_url.xlsx,410,Enterprise,InP衬底激光器及探测器外延片，GaAs衬底850nm、940nm VCSEL外延片，GaAs衬底808nm、980nm半导体激光器外延片的研发、生产、销售,,,,,,核心人员龚平曾在荷兰阿克苏诺贝尔、英国IQE工作近20年，掌握MOCVD设备外延生长关键技术，拥有结构设计、工艺开发、量产管理及销售经验；团队架构完整，搭配契合度高。短板信息暂无。,,竞对：英国IQE、台湾联亚。技术差异：InP衬底光通信用激光器及探测器外延片只有英国IQE、台湾联亚等极少数企业可实现量产；GaAs衬底850nm及940nm VCSEL外延片只有英国IQE一家可实现量产。,未匹配,
ENT_D3AE1F6C1E99,Enterprise,上海英浔微金半导体科技有限公司,company-info_with_url.xlsx,411,Enterprise,基于晶圆级液态合金微成型技术的晶圆填充代工服务和专用设备销售。核心技术,已完成晶圆级液态合金微成型技术的研制，掌握相关的多项核心专利。,,晶圆填充代工服务和专用设备销售。,,"已掌握相关的多项核心专利，其中包括专用设备、基于不同喷嘴片结构的三种成型技术方案、3种合金的成型工艺和该技术在TSV, TGV, IPD方面的完整工艺。",核心研发队伍包括传感技术国家重点实验室主任李昕欣，英国帝国理工大学博士顾杰斌等。组织规模为全职2人 + 兼职1人。,,项目的晶圆级液态合金微成型技术是针对目前电镀方法的一个替代和补充。相对于电镀制造厚金属，该技术可以极大的降低制造成本并且制造工艺绿色环保。,未匹配,
ENT_6E6CE9D9B879,Enterprise,辰轩科技（雄安）有限公司,company-info_with_url.xlsx,412,Enterprise,中大型液体火箭以及垂直回收火箭的研制,技术团队在垂直回收领域处于国内绝对领先地位，已完成10km回收国内最高水平试验；团队参研新一代CZ火箭，人均参加3次以上发射任务,,,,,创始人为于泓淼，拥有载人航天系统总体科研及军工航天投资经历；技术团队整建制来自航天x院，涵盖火箭核心专业分系统负责人；技术顾问为我国新一代运载火箭总师及总指挥。短板信息未提及。,暂无（公司拟于2024年11月组建）,技术团队行业影响力超越竞品；在垂直回收领域处于国内绝对领先地位；团队有绝对优势,未匹配,
ENT_2B33D59526C5,Enterprise,上海博芮健投资,company-info_with_url.xlsx,413,Enterprise,基于叶克强老师的脑科学研究成果，针对中枢神经系统疾病，以全新靶点机制切入创新药研发，全球布局专利多管线推进，构建高效的CNS创新药研发转化平台。重点适应症瞄准了以神经退行性疾病为主的多种中枢神经系统疾病，在研管线可以分为两类，一类是针对BDNF-TrkB信号通路、C/EBPβ-AEP信号通路等的新药研发管线，另一类是针对阿尔茨海默病、帕金森病的诊断产品。,,,,,全球布局专利多管线推进。,组织规模：全职5人，兼职3人。,,国内竞争者、国外竞争者（具体信息见文档第3页3.3.1及3.3.2节，但未提供具体公司名称及差异细节）。,未匹配,
ENT_FE6222C1F063,Enterprise,智源无界,company-info_with_url.xlsx,414,Enterprise,RoboBrain（通用具身多模态大脑模型）、RoboOS（跨本体具身大小脑协作框架）、多模态空间智能技术、视觉语言导航大模型（NavQ）、灵巧操作大模型、多传感器融合3D目标检测算法（PAI3D）、纯视觉3D目标检测算法（MVS-Fusion）、自动驾驶世界模型（Drive-WM）、长时任务规划模型,世界前沿技术水平，团队近2年在ICML/ICLR/NeurIPS等发表相关顶会论文10+，多模态大模型实现开源模型中性能全球领先，部分性能指标超过快手可灵1.0；多传感器融合3D目标检测算法PAI3D和纯视觉3D目标检测算法MVS-Fusion在nuScenes排名世界第一；长时规划效果全球领先，在virtual home任务成功率全面超越现有方法,,面向客户提供专业级一揽子解决方案，成为全球领先的具身智能系统解决方案提供商,可实现跨场景多任务轻量化快速部署,申请PCT/美国/中国专利约40项,创始团队：刘东（创始人&CEO，中科院硕士，曾任京东智能驾驶总经理，搭建全球最大无人驾驶配送体系，管理超300人产研团队，10+年公司1号位管理经验，完成商业闭环）、穆亚东（联合创始人&首席科学家，北京大学长聘副教授，国家级青年人才计划入选者，曾任华为香港诺亚方舟实验室研究员、AT&T Labs资深科学家，发表论文130余篇，引用1万+）、刘瑞祥（副总裁&CTO，毕业于中国科学技术大学，曾任奇点汽车智能化副总裁、宝沃汽车智能网联部总监兼宝沃上海总经理）、何嘉伟（灵巧操作大模型负责人，中科院自动化所博士，曾任智源研究员，智源灵巧抓取算法负责人）、周翔（专家顾问，南洋理工计算机博士，中汽协特聘专家，曾任佑驾创新联合创始人，高级副总裁）。团队技术栈完备，拥有丰富商业化及研发经验。短板：暂无相关信息,,核心技术对标Physical Intelligence （ π ） / Skild AI / 李飞飞空间智能；自研具身多模态大模型拥有世界顶尖长时规划能力，有效整合环境反馈和世界模型，实现反思及重规划，基于不动点理论的高效优化策略，简单监督训练无需强化学习，解决了现有模型自回归生成导致单向依赖性、缺乏纠错能力的瓶颈；视觉语言导航大模型（NavQ）以Q*算法改进视觉语言导航，通过类A*的搜索策略实现更高的导航成功率和导航效率,未匹配,
ENT_4983451F6FEE,Enterprise,浙江玻声电子科技有限公司,company-info_with_url.xlsx,415,Enterprise,热电半导体技术结合静音离心风机技术,已量产；产品已通过IATF16949与ISO9001质量体系认证；拥有多项已授权专利（17项）及在审/申请中专利；核心团队在相关领域有超过15年经验。,,根据客户要求进行定制化设计；与主机厂项目定点合作；与奇瑞富卓座椅厂建立战略合作；在芜湖启动本地化建厂深度服务奇瑞项目。,具备量产能力（2024年在手订单12000万）；拥有租用厂房4000平方米；计划购地30亩建26000平米新厂房（2024年底完工）；在芜湖启动本地化建厂。,IATF16949、ISO9001质量体系认证；已授权专利17项，实用新型专利5项，发明专利（实审中）11项，多项专利申请中；获评“浙江省创新创业团队”、“嘉兴精英A+”等。,创始团队由双杰青人才（江莞教授和史迅研究员）领衔；核心团队在汽车座椅舒适系统应用开发、设计与生产、热电材料研究等方面有超过15年经验；总经理李菲曾在美国Gentherm公司任研发科学家；销售、工程、生产等总监均有知名外资企业经验。短板：暂无。,,,未匹配,
ENT_704C4F8331D6,Enterprise,中国科学院自动化研究所,company-info_with_url.xlsx,416,Enterprise,紫东太初多模态大模型（文本、图片、音频、视频、3D、信号跨模态），全栈国产化通用人工智能底座，全模态多任务统一生成式学习框架，多模态概念及关系（百万级）,已发布紫东太初多模态大模型及服务平台，具备先发优势，2002年开始攻关图文音，2019年布局大模型，2023年6月发布紫东太初多模态大模型,广告生成、智能客服、作业评分、医疗大模型、法律大模型、政务大模型、重塑办公模式、全程自动设计、AIGC机器替人,与华为战略合作，共同探索大模型及数据应用的商业模式；打造“一中心四平台”产业发展模式（公共算力服务平台、应用创新孵化平台、产业聚合发展平台、科研创新人才培养平台）,支持公有云开箱即用、私有化部署、混合云；提供一站式低门槛、高效率开发平台，内置微调模板，支持一键式微调、低参数调优；可全栈国产化部署,,科研力量雄厚，技术优势明显；短板：暂无明确信息,,海外大厂：OpenAI GPT-4.0（图像、文本，10000亿参数）、Google Bard（文本，1370亿）、Google PaLM（文本，3400亿）、Meta LLaMA（文本，650亿）、Midjourney（图像生成）；国内大厂：百度文心一言（文本，2600亿）、阿里通义千问（文本，10万亿）、阿里mPLUG-Owl（文本、图像）、商汤日日新（分别生成文本、图像、数字人、3D，1800亿）、科大讯飞星火（文本，200亿）；国内科研院校：智谱·AI、清华chatGLM（文本，60亿）、智谱·AI、清华visualGLM（文本、图像，78亿）。技术差异：紫东太初是全球第一个中文多模态大模型，支持文本、图片、音频、视频、3D、信号跨模态，参数1200亿，致力于全栈国产化通用人工智能底座,未匹配,
ENT_A36C75EF1E5C,Enterprise,苏州宾果智能科技有限公司,company-info_with_url.xlsx,417,Enterprise,研发设计一款拥有机器视觉且可自主移动的智能家庭服务机器人Bingo。核心技术,项目目前还在样机研发阶段，外观设计尚未完成。SLAM室内定位系统预计于2016年2月左右完成并应用到产品上。,,,,联合开发人员与公司签订了正式联合开发合同，开发成果全部技术归公司所有，并由公司申请专利证书。具体专利情况未列明。,团队整体技术基础实力比较好，从技术研发到产品设计再到销售渠道的团队建设比较完善，构成比较合理，没有明显短板。团队目前全职10人，兼职7人。核心成员包括CEO闵海波（清华人工智能国家重点实验室博士）、CTO包鼎华（清华精仪系硕士）、产品总监张建忠（北航硕士）、运营总监侯博（清华博士在读）、销售渠道负责人王珊（西安交大硕士）等。公司外围有清华人工智能国家重点实验室的老师团队支持。,,,未匹配,
